,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad]
0,0.0,1.9283,33.7255266893,1.57079632679,0.916859362862,3.37255266893,1.57079632679,0.461139412099,0.988247672628,3.14159265359,0.0,0.0,0.0
1,0.00628947478196,1.92830419244,33.7254614247,1.57148769002,0.916861356264,3.37255994591,1.57770998524,0.46114043238,0.98824816144,3.14167486929,0.0,0.0,0.0
2,0.0125789495639,1.9283167697,33.7252656329,1.57217903425,0.916867336443,3.37258177647,1.58462361116,0.461143493211,0.988249627803,3.14175707184,0.0,0.0,0.0
3,0.0188684243459,1.92833773161,33.7249393193,1.5728703405,0.916877303319,3.37261815947,1.59153717202,0.461148594552,0.988252071489,3.1418392481,0.0,0.0,0.0
4,0.0251578991278,1.9283670779,33.7244824931,1.57356158977,0.916891256757,3.37266909299,1.59845063532,0.461155736336,0.988255492122,3.14192138492,0.0,0.0,0.0
5,0.0314473739098,1.92840480815,33.7238951669,1.57425276308,0.916909196569,3.37273457436,1.60536396852,0.46116491847,0.988259889176,3.14200346917,0.0,0.0,0.0
6,0.0377368486918,1.92845092188,33.7231773573,1.57494384144,0.916931122514,3.37281460015,1.61227713915,0.461176140836,0.988265261972,3.14208548771,0.0,0.0,0.0
7,0.0440263234737,1.92850541845,33.7223290842,1.57563480584,0.916957034295,3.37290916615,1.61919011471,0.461189403286,0.988271609682,3.14216742743,0.0,0.0,0.0
8,0.0503157982557,1.92856829712,33.7213503714,1.57632563731,0.916986931565,3.3730182674,1.62610286273,0.461204705648,0.988278931329,3.14224927521,0.0,0.0,0.0
9,0.0566052730377,1.92863955706,33.7202412462,1.57701631683,0.917020813919,3.37314189817,1.63301535078,0.461222047723,0.988287225784,3.14233101796,0.0,0.0,0.0
10,0.0628947478196,1.9287191973,33.7190017398,1.57770682542,0.9170586809,3.37328005198,1.63992754643,0.461241429285,0.988296491768,3.1424126426,0.0,0.0,0.0
11,0.0691842226016,1.92880721677,33.7176318866,1.57839714409,0.917100531997,3.37343272157,1.64683941729,0.461262850081,0.988306727854,3.14249413605,0.0,0.0,0.0
12,0.0754736973835,1.92890361427,33.716131725,1.57908725382,0.917146366645,3.37359989894,1.65375093099,0.461286309832,0.988317932461,3.14257548527,0.0,0.0,0.0
13,0.0817631721655,1.92900838851,33.714501297,1.57977713563,0.917196184225,3.37378157532,1.66066205519,0.461311808231,0.988330103864,3.14265667722,0.0,0.0,0.0
14,0.0880526469475,1.92912153806,33.7127406482,1.58046677051,0.917249984062,3.37397774118,1.66757275761,0.461339344945,0.988343240185,3.14273769891,0.0,0.0,0.0
15,0.0943421217294,1.9292430614,33.7108498278,1.58115613946,0.91730776543,3.37418838623,1.67448300598,0.461368919615,0.988357339398,3.14281853735,0.0,0.0,0.0
16,0.100631596511,1.92937295688,33.7088288887,1.58184522347,0.917369527545,3.37441349943,1.68139276808,0.461400531853,0.988372399329,3.14289917958,0.0,0.0,0.0
17,0.106921071293,1.92951122274,33.7066778874,1.58253400354,0.91743526957,3.37465306898,1.68830201174,0.461434181246,0.988388417653,3.14297961267,0.0,0.0,0.0
18,0.113210546075,1.9296578571,33.7043968842,1.58322246067,0.917504990615,3.37490708233,1.69521070484,0.461469867352,0.988405391898,3.14305982372,0.0,0.0,0.0
19,0.119500020857,1.92981285799,33.7019859429,1.58391057583,0.917578689732,3.37517552617,1.7021188153,0.461507589705,0.988423319446,3.14313979985,0.0,0.0,0.0
20,0.125789495639,1.92997622327,33.699445131,1.58459833002,0.917656365921,3.37545838644,1.7090263111,0.461547347808,0.988442197529,3.14321952822,0.0,0.0,0.0
21,0.132078970421,1.93014795075,33.6967745197,1.58528570421,0.917738018124,3.37575564832,1.71593316026,0.461589141139,0.988462023232,3.14329899603,0.0,0.0,0.0
22,0.138368445203,1.93032803808,33.6939741836,1.58597267941,0.917823645231,3.37606729625,1.72283933089,0.461632969148,0.988482793493,3.14337819051,0.0,0.0,0.0
23,0.144657919985,1.9305164828,33.6910442013,1.58665923657,0.917913246075,3.37639331393,1.72974479112,0.461678831259,0.988504505103,3.14345709893,0.0,0.0,0.0
24,0.150947394767,1.93071328234,33.6879846549,1.58734535668,0.918006819433,3.3767336843,1.73664950919,0.461726726866,0.988527154709,3.14353570859,0.0,0.0,0.0
25,0.157236869549,1.93091843403,33.68479563,1.58803102072,0.918104364027,3.37708838956,1.74355345337,0.461776655338,0.98855073881,3.14361400684,0.0,0.0,0.0
26,0.163526344331,1.93113193504,33.6814772162,1.58871620965,0.918205878523,3.37745741116,1.75045659201,0.461828616014,0.98857525376,3.14369198107,0.0,0.0,0.0
27,0.169815819113,1.93135378246,33.6780295064,1.58940090444,0.91831136153,3.37784072981,1.75735889355,0.461882608207,0.988600695769,3.14376961872,0.0,0.0,0.0
28,0.176105293895,1.93158397325,33.6744525972,1.59008508605,0.918420811604,3.37823832549,1.76426032649,0.461938631202,0.988627060901,3.14384690728,0.0,0.0,0.0
29,0.182394768677,1.93182250424,33.6707465892,1.59076873545,0.918534227241,3.37865017743,1.7711608594,0.461996684254,0.988654345077,3.14392383426,0.0,0.0,0.0
30,0.188684243459,1.93206937216,33.6669115862,1.59145183359,0.918651606881,3.37907626413,1.77806046096,0.462056766592,0.988682544075,3.14400038726,0.0,0.0,0.0
31,0.194973718241,1.9323245736,33.6629476959,1.59213436143,0.918772948909,3.37951656335,1.78495909989,0.462118877416,0.988711653529,3.1440765539,0.0,0.0,0.0
