,Unnamed: 0,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad],new flag,fraction
0,0,0.0,1.2528,45.0772513376,1.57079632679,0.595675679179,4.50772513376,1.57079632679,0.299883108441,0.986359559479,3.14159265359,1.0,615.442536395,1.21809600547,1,0.1
1,1,0.0123689875505,1.2528223418,45.0766348682,1.57367986435,0.595686302159,4.50879519043,1.5996284192,0.299889470977,0.986364259319,3.14199134827,1.0,615.442587398,1.21766000186,0,0.099983949859
2,2,0.0247370928652,1.25288936221,45.0747856794,1.57656301567,0.595718168717,4.51200336921,1.62843697851,0.299908557416,0.986378352219,3.14238955826,1.0,615.442740385,1.21635517217,0,0.0999358030079
3,3,0.0371034341891,1.25300104618,45.0717044298,1.57944539475,0.595771271706,4.51734371117,1.65719861322,0.299940364251,0.986401818339,3.14278679946,1.0,615.442995288,1.21419094343,0,0.0998555702708
4,4,0.0494671307839,1.25315736868,45.0673922164,1.58232661598,0.595845599222,4.52480633351,1.68589021303,0.299984885643,0.986434624643,3.14318258889,1.0,615.443351996,1.21118264927,0,0.099743269625
5,5,0.0618273031991,1.25335829469,45.061850573,1.58520629438,0.59594113461,4.53437750169,1.71448908356,0.300042113422,0.986476724965,3.14357644527,1.0,615.443810353,1.20735099558,0,0.0995989262233
6,6,0.0741830740401,1.25360377921,45.055081469,1.58808404581,0.596057856479,4.54603972892,1.74297307597,0.300112037091,0.986528060076,3.14396788962,1.0,615.444370157,1.20272137279,0,0.0994225724007
7,7,0.0865335682619,1.25389376733,45.0470873073,1.59095948717,0.594940589809,4.55977190085,1.77132070754,0.299558219234,0.986616784384,3.14435054834,1.0,615.439929151,1.19200777117,0,0.0974951908218
8,8,0.098877913682,1.25422819425,45.0378709215,1.5938322366,0.595099266847,4.57554942383,1.79951127306,0.299653259776,0.986686210819,3.14473492203,1.0,615.44069244,1.18596639016,0,0.0972544831067
9,9,0.111215241447,1.25460698533,45.027435573,1.59670191369,0.595278993546,4.59334439401,1.82752494526,0.29976091974,0.986764597934,3.14511547421,1.0,615.441556492,1.17923062997,0,0.096981843764
10,10,0.123544686497,1.25503005616,45.0157849478,1.5995681397,0.595479729854,4.61312578478,1.85534286318,0.299881179464,0.986851835726,3.14549174148,1.0,615.442520932,1.17183508906,0,0.0966773335466
11,11,0.135865388061,1.25549731259,45.0029231521,1.60243053771,0.595701431107,4.63485964979,1.88294720791,0.300014017016,0.986947801871,3.1458632654,1.0,615.443585341,1.16381510467,0,0.0963410202307
12,12,0.148176489945,1.25600865086,44.9888547087,1.60528873284,0.595944048063,4.65850933799,1.91032126463,0.300159408213,0.987052361927,3.14622959301,1.0,615.444749259,1.15520614,0,0.0959729784844
13,13,0.160477141222,1.25656395761,44.9735845517,1.60814235247,0.596207526943,4.68403571896,1.93744947224,0.300317326637,0.987165369555,3.14659027731,1.0,615.446012183,1.14604326411,0,0.0955732899099
14,14,0.172766496509,1.25716311002,44.9571180214,1.6109910264,0.596491809466,4.71139741401,1.9643174587,0.300487743655,0.987286666758,3.14694487779,1.0,615.44737357,1.13636072781,0,0.0951420429003
15,15,0.185043716436,1.25780597587,44.9394608592,1.61383438705,0.596796832899,4.74055103123,1.99091206396,0.300670628435,0.987416084141,3.14729296083,1.0,615.448832837,1.1261916323,0,0.0946793326252
16,16,0.19730796807,1.25849241363,44.9206192013,1.61667206963,0.597122530097,4.77145140146,2.01722135045,0.300865947971,0.987553441185,3.14763410024,1.0,615.45038936,1.11556768317,0,0.0941852609625
17,17,0.209558425327,1.25922227262,44.9005995726,1.61950371232,0.597468829556,4.80405181256,2.04323460191,0.301073667102,0.987698546539,3.1479678776,1.0,615.452042476,1.10451902001,0,0.0936599363519
18,18,0.221794269378,1.25999539304,44.8794088799,1.62232895647,0.597835655464,4.83830423979,2.06894231161,0.30129374854,0.987851198325,3.14829388276,1.0,615.453791485,1.09307411033,0,0.0931034738239
19,19,0.234014689042,1.26081160617,44.857054405,1.62514744675,0.598222927759,4.87415957023,2.09433616082,0.301526152891,0.988011184461,3.14861171422,1.0,615.455635648,1.08125969685,0,0.0925159948047
20,20,0.246218881174,1.26167073442,44.8335437974,1.6279588313,0.598630562184,4.91156781941,2.11940898878,0.301770838686,0.988178282994,3.14892097949,1.0,615.457574191,1.06910078725,0,0.0918976271235
21,21,0.258406051035,1.26257259151,44.8088850664,1.63076276196,0.599058470351,4.95047833873,2.14415475521,0.302027762404,0.988352262454,3.14922129546,1.0,615.459606302,1.05662067696,0,0.0912485048537
22,22,0.270575412662,1.26351698257,44.7830865737,1.63355889432,0.599506559803,4.99084001242,2.16856849656,0.302296878505,0.988532882204,3.14951228878,1.0,615.461731137,1.04384099664,0,0.0905687682604
23,23,0.282726189214,1.2645037043,44.7561570244,1.63634688799,0.599974734078,5.03260144306,2.19264627703,0.302578139457,0.988719892822,3.14979359614,1.0,615.463947816,1.03078177722,0,0.0898585636694
24,24,0.294857613317,1.26553254511,44.7281054593,1.63912640666,0.600462892781,5.07571112507,2.21638513565,0.302871495769,0.988913036472,3.15006486461,1.0,615.466255426,1.01746152675,0,0.0891180433738
