,e,0.80,0.85,0.90,0.95
159,0.7552,1.65763864835e-07,9.00493634901e-06,5.81020689688e-06,2.5954563642e-06
160,0.76,4.5792074293e-07,8.96693576184e-06,5.79362467375e-06,2.58335043039e-06
161,0.7647,3.37857975155e-07,8.91941650169e-06,5.74899794008e-06,2.56545847567e-06
162,0.7695,2.5922264467e-07,8.83364411812e-06,5.72924673153e-06,2.56254143834e-06
163,0.7742,6.36883481808e-07,8.81333510894e-06,5.72047029063e-06,2.56829090989e-06
164,0.779,5.177082026e-07,8.80891718526e-06,5.69034099636e-06,2.54582567857e-06
165,0.7837,3.95264997836e-07,8.70913969919e-06,5.66044103253e-06,2.52486788148e-06
166,0.7885,9.69787862491e-07,8.66149093368e-06,5.63653287626e-06,2.52232754492e-06
167,0.7933,7.95914654934e-07,8.6639590798e-06,5.63015823626e-06,2.51270788883e-06
168,0.798,6.61642093898e-07,8.61109160523e-06,5.58352767537e-06,2.49065124397e-06
169,0.8027,4.99298662059e-07,8.55721739316e-06,5.5551170599e-06,2.48033018507e-06
170,0.8075,1.30487558754e-06,8.52507074733e-06,5.48253203611e-06,2.48892772181e-06
171,0.8123,1.14637577912e-06,8.46149868416e-06,5.49303408892e-06,2.49103837068e-06
172,0.817,9.33468273127e-07,8.37931943292e-06,5.43589531983e-06,2.46646858955e-06
173,0.8217,2.26273101579e-06,8.31646800078e-06,5.39717241783e-06,2.44670988929e-06
174,0.8265,2.01622669876e-06,8.29710448179e-06,5.3974523042e-06,2.45002963686e-06
175,0.8312,1.8002358842e-06,8.30501932059e-06,5.41339929304e-06,2.45007503483e-06
176,0.836,1.60258278252e-06,8.23058183522e-06,5.34080616146e-06,2.43787107051e-06
177,0.8407,3.71045533069e-06,8.14004733541e-06,5.29428086592e-06,2.4234225809e-06
178,0.8455,3.45673506554e-06,8.09754461213e-06,5.30251917395e-06,2.41400713531e-06
179,0.8502,3.18076743685e-06,8.15641384258e-06,5.31664844303e-06,2.44480455405e-06
180,0.855,6.67587465945e-06,8.19824956604e-06,5.33109508995e-06,2.41572673095e-06
181,0.8598,6.36648659063e-06,8.07327955733e-06,5.24576402227e-06,2.37032325397e-06
182,0.8645,1.06288605636e-05,7.97070244991e-06,5.19914227836e-06,2.38979771531e-06
183,0.8692,1.05489858915e-05,7.88528444807e-06,5.18843977742e-06,2.40045720189e-06
184,0.874,1.06241679478e-05,7.99224184556e-06,5.24793947042e-06,2.44062453291e-06
185,0.8788,1.08105219684e-05,8.16003524735e-06,5.30499890125e-06,2.42344811835e-06
186,0.8835,1.07348802097e-05,7.99172247882e-06,5.19405671437e-06,2.36049154843e-06
187,0.8882,1.04629468251e-05,7.86503143353e-06,5.112907366e-06,2.35496523404e-06
188,0.893,1.03336314736e-05,7.75709526658e-06,5.08947201074e-06,2.37093749205e-06
189,0.8977,1.03975287667e-05,7.79667673036e-06,5.18899182452e-06,2.44254479416e-06
190,0.9025,1.05611305118e-05,8.06061568751e-06,5.4142543743e-06,2.55480948296e-06
191,0.9073,1.12516280332e-05,8.39757406151e-06,5.48077903393e-06,2.53323680287e-06
192,0.912,1.08697769991e-05,8.11675133998e-06,5.29092209393e-06,2.4359553011e-06
193,0.9167,1.05261116007e-05,7.87057677821e-06,5.12546837484e-06,2.35876646776e-06
194,0.9215,1.02553156521e-05,7.68893241424e-06,5.04118647865e-06,2.31731329971e-06
195,0.9263,1.01248702799e-05,7.62912030155e-06,5.03662634113e-06,2.37951987089e-06
196,0.931,1.03944871767e-05,7.91500463093e-06,5.30406879526e-06,2.66481792607e-06
197,0.9357,1.14812168347e-05,8.85796424997e-06,6.23646913044e-06,3.31022399871e-06
198,0.9405,1.50584853096e-05,1.13908070077e-05,7.65850002217e-06,3.84540718209e-06
199,0.9452,1.44625795128e-05,1.09400413561e-05,7.35543205169e-06,3.69323381287e-06
