,e,1.30,1.80,2.20
0,0.0,1.0,1.0,0.0
1,0.0047,0.501479262075,0.501479262075,0.081447504809
2,0.0095,0.50145500653,0.50145500653,0.249163741367
3,0.0142,0.501443746013,0.501443746013,0.294966841133
4,0.019,0.501410135082,0.501410135082,0.317300937503
5,0.0238,0.501375919225,0.501375919225,0.330397018035
6,0.0285,0.501338638082,0.501338638082,0.338235370378
7,0.0333,0.501296905176,0.501296905177,0.341362694706
8,0.038,0.501249523508,0.501249523509,0.343137711189
9,0.0427,0.501194735318,0.501194735319,0.341787047255
10,0.0475,0.501130365928,0.501130365929,0.338193223048
11,0.0522,0.501053302796,0.501053302797,0.331704925572
12,0.057,0.501092668733,0.501092668732,0.326589348265
13,0.0617,0.501171419619,0.501171419617,0.323195724567
14,0.0665,0.501245287473,0.501245287472,0.319377343299
15,0.0712,0.501316680164,0.501316680163,0.31672735854
16,0.076,0.501387061224,0.501387061223,0.315006671914
17,0.0808,0.501456569906,0.501456569905,0.314180786239
18,0.0855,0.501519972874,0.501519972873,0.314874144078
19,0.0902,0.501582361731,0.501582361729,0.313467806822
20,0.095,0.501643950203,0.501643950202,0.312615180923
21,0.0997,0.501704907511,0.501704907509,0.312288506184
22,0.1045,0.501765360405,0.501765360403,0.312467650069
23,0.1092,0.501825439378,0.501825439376,0.313134514817
24,0.114,0.501885239115,0.501885239113,0.314276969586
25,0.1187,0.501953195478,0.501953195477,0.31147449112
26,0.1235,0.502021193898,0.502021193896,0.312667642887
27,0.1283,0.502086674532,0.50208667453,0.310725566641
28,0.133,0.502150545214,0.502150545212,0.313161342128
29,0.1377,0.502213930035,0.502213930033,0.31200570761
30,0.1425,0.502277099603,0.502277099601,0.311105864892
31,0.1472,0.502339629547,0.502339629545,0.310494712929
32,0.152,0.502402598923,0.502402598921,0.314550725467
33,0.1568,0.502468767581,0.502468767578,0.314252382689
34,0.1615,0.502535426511,0.502535426508,0.314167367299
35,0.1663,0.502602515438,0.502602515435,0.314303012364
36,0.171,0.502669070105,0.502669070102,0.31472901828
37,0.1757,0.502735883095,0.502735883093,0.315389157106
38,0.1805,0.502803087046,0.502803087043,0.316276689378
39,0.1852,0.502870522276,0.502870522274,0.317404585399
40,0.19,0.502938252013,0.50293825201,0.318770921706
41,0.1948,0.503007959442,0.503007959439,0.320277561163
42,0.1995,0.503079814835,0.503079814832,0.321926921243
43,0.2042,0.503152237328,0.503152237325,0.31789618313
44,0.209,0.503222926351,0.503222926348,0.320018853413
45,0.2137,0.503296151529,0.503296151526,0.322391102011
46,0.2185,0.503369883228,0.503369883225,0.325025294294
47,0.2233,0.503443089722,0.503443089718,0.327858303676
48,0.228,0.503518298049,0.503518298046,0.331002234681
49,0.2327,0.50359505709,0.503595057087,0.327562685887
50,0.2375,0.50367283493,0.503672834926,0.330906249164
51,0.2422,0.503752056791,0.503752056788,0.334492385626
52,0.247,0.503831762961,0.503831762957,0.338371521601
53,0.2517,0.503914027443,0.503914027439,0.335274376088
54,0.2565,0.503995663958,0.503995663954,0.339548387863
55,0.2612,0.504076513037,0.504076513033,0.344038558567
56,0.266,0.504161115101,0.504161115096,0.341035159231
57,0.2707,0.504244755965,0.504244755961,0.346044325969
