,e,1.30,1.80,2.20
132,0.627,4.7270434869e-06,7.36959882585e-06,1.0436881763e-05
133,0.6318,4.74946888073e-06,7.37844695949e-06,1.04338556315e-05
134,0.6365,4.75428663299e-06,7.36134643589e-06,1.03896081623e-05
135,0.6412,4.77767979278e-06,7.36700097475e-06,1.03856527437e-05
136,0.646,4.7868561716e-06,7.35542420902e-06,1.03498320686e-05
137,0.6507,4.80858121846e-06,7.36498696687e-06,1.03398824906e-05
138,0.6555,4.82117801631e-06,7.3576447442e-06,1.03112747446e-05
139,0.6603,4.84377450927e-06,7.37037866185e-06,1.03091094054e-05
140,0.665,4.85256025664e-06,7.36229865987e-06,1.02768821204e-05
141,0.6697,4.88188745896e-06,7.38497290392e-06,1.02795990565e-05
142,0.6745,4.89677075864e-06,7.38596534667e-06,1.02611858751e-05
143,0.6793,4.93356467647e-06,7.42605117541e-06,1.02876560277e-05
144,0.684,4.93698143128e-06,7.41372634581e-06,1.02425778617e-05
145,0.6887,4.94923954643e-06,7.42276218274e-06,1.0204794227e-05
146,0.6935,4.97632224762e-06,7.4546910769e-06,1.02159645172e-05
147,0.6983,4.99275670728e-06,7.47728793699e-06,1.02047450246e-05
148,0.703,5.01341263636e-06,7.51988805289e-06,1.01952497969e-05
149,0.7077,5.03480501888e-06,7.56626282592e-06,1.01814147113e-05
150,0.7125,5.06538588083e-06,7.6253442653e-06,1.02041495245e-05
151,0.7172,5.1062251533e-06,7.69957318744e-06,1.02424711386e-05
152,0.722,5.09662802543e-06,7.69730080144e-06,1.01783821862e-05
153,0.7268,5.11573651096e-06,7.73963838767e-06,1.01706764805e-05
154,0.7315,5.16535279444e-06,7.82829763495e-06,1.02377294843e-05
155,0.7362,5.16891420469e-06,7.84763548528e-06,1.02054326464e-05
156,0.741,5.19037469382e-06,7.89364407373e-06,1.02088063657e-05
157,0.7458,5.2438795198e-06,7.98729576056e-06,1.02864327525e-05
158,0.7505,5.25802757922e-06,8.02312105397e-06,1.02976259912e-05
159,0.7552,5.26683991962e-06,8.04838112533e-06,1.02892159716e-05
160,0.76,5.31326489652e-06,8.13417918322e-06,1.03771472924e-05
161,0.7647,5.32147945763e-06,8.15883700926e-06,1.04086149605e-05
162,0.7695,5.35990062836e-06,8.23140555309e-06,1.05188311418e-05
163,0.7742,5.41180187559e-06,8.32501622572e-06,1.06562593983e-05
164,0.779,5.44055609732e-06,8.38221757884e-06,1.0745920707e-05
165,0.7837,5.47229239446e-06,8.44475362627e-06,1.08433407618e-05
166,0.7885,5.50481028336e-06,8.50758022984e-06,1.09398491032e-05
167,0.7933,5.57027953614e-06,8.62346852683e-06,1.11071643737e-05
168,0.798,5.5884787716e-06,8.66523020839e-06,1.11777697976e-05
169,0.8027,5.61783847762e-06,8.72324966099e-06,1.12679422225e-05
170,0.8075,5.63488427507e-06,8.76705635791e-06,1.1345768561e-05
171,0.8123,5.70889760547e-06,8.89492886741e-06,1.15265667949e-05
172,0.817,5.73012597376e-06,8.94302242881e-06,1.16069670557e-05
173,0.8217,5.75396334662e-06,8.99291877311e-06,1.16867892653e-05
174,0.8265,5.82761381792e-06,9.121986274e-06,1.18710468146e-05
175,0.8312,5.9407646727e-06,9.31546374005e-06,1.21420921244e-05
176,0.836,5.94280680532e-06,9.33287894185e-06,1.21813031083e-05
177,0.8407,5.96965411494e-06,9.38893299565e-06,1.22704661275e-05
178,0.8455,6.06314982553e-06,9.55080886414e-06,1.24990338071e-05
179,0.8502,6.16449761348e-06,9.72500700601e-06,1.27434470423e-05
180,0.855,6.28715933691e-06,9.93504471755e-06,1.30373444533e-05
181,0.8598,6.28639641626e-06,9.94939694294e-06,1.3073473545e-05
182,0.8645,6.33558276199e-06,1.00435178874e-05,1.32151615645e-05
183,0.8692,6.41143312294e-06,1.01788673929e-05,1.34095953112e-05
184,0.874,6.58911764212e-06,1.04774173515e-05,1.38206321647e-05
185,0.8788,6.8125296918e-06,1.08530666709e-05,1.43382648181e-05
186,0.8835,6.81207567632e-06,1.08713788295e-05,1.43826663437e-05
187,0.8882,6.81870636511e-06,1.08988683552e-05,1.44363800008e-05
188,0.893,6.9122899589e-06,1.10667410032e-05,1.46774671956e-05
189,0.8977,7.15502011027e-06,1.14735661447e-05,1.52352018355e-05
190,0.9025,7.60432173476e-06,1.2215657585e-05,1.62420226976e-05
191,0.9073,7.92113484973e-06,1.27516261154e-05,1.69817516529e-05
192,0.912,7.90309800994e-06,1.27511936255e-05,1.700960695e-05
193,0.9167,7.88660388332e-06,1.27513335845e-05,1.70352866733e-05
194,0.9215,7.93148893555e-06,1.28480329384e-05,1.71859759094e-05
195,0.9263,8.08382145971e-06,1.31198240069e-05,1.75710413152e-05
196,0.931,8.56285068647e-06,1.39211096756e-05,1.86623979631e-05
197,0.9357,1.00334216261e-05,1.63418380136e-05,2.1929160218e-05
198,0.9405,1.25952103682e-05,2.05717233024e-05,2.76525995962e-05
199,0.9452,1.25581222696e-05,2.05811674152e-05,2.77236874855e-05
