,Unnamed: 0,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad],new flag,fraction
0,0,0.0,2.04325,31.9922044587,1.57079632679,0.971515268768,3.19922044587,1.57079632679,0.488494613111,0.988794231691,3.14159265359,0.0,0.0,0.0,1,0.1
1,1,0.00628947478196,2.0432526879,31.992165172,1.57121464436,0.9715165468,3.19920635176,1.57497952777,0.488495235097,0.988794512884,3.14164005988,0.0,0.0,0.0,0,0.0999988160492
2,2,0.0125789495639,2.04326075154,31.9920473134,1.57163294852,0.971520380864,3.19916406963,1.57916274705,0.488497101039,0.988795356431,3.14168746085,0.0,0.0,0.0,0,0.0999952642203
3,3,0.0188684243459,2.04327419074,31.9918508865,1.57205122591,0.97152677087,3.19909360002,1.58334600293,0.488500210893,0.988796762241,3.14173485118,0.0,0.0,0.0,0,0.0999893445889
4,4,0.0251578991278,2.04329300516,31.9915758976,1.57246946312,0.971535716665,3.19899494386,1.58752931372,0.488504564582,0.988798730162,3.14178222553,0.0,0.0,0.0,0,0.0999810573119
5,5,0.0314473739098,2.04331719436,31.9912223558,1.57288764676,0.971547218037,3.19886810244,1.59171269772,0.488510162,0.988801259981,3.1418295786,0.0,0.0,0.0,0,0.099970402581
6,6,0.0377368486918,2.04334675777,31.9907902722,1.57330576344,0.971561274713,3.19871307744,1.59589617324,0.488517003013,0.988804351425,3.14187690506,0.0,0.0,0.0,0,0.0999573806454
7,7,0.0440263234737,2.04338169468,31.9902796609,1.57372379977,0.971577886358,3.19852987088,1.6000797586,0.488525087454,0.988808004158,3.14192419961,0.0,0.0,0.0,0,0.0999419918202
8,8,0.0503157982557,2.04342200426,31.9896905382,1.57414174237,0.971597052577,3.19831848518,1.60426347214,0.488534415126,0.988812217787,3.14197145693,0.0,0.0,0.0,0,0.0999242364705
9,9,0.0566052730377,2.04346768556,31.9890229232,1.57455957784,0.971618772915,3.19807892309,1.60844733217,0.488544985803,0.988816991854,3.14201867172,0.0,0.0,0.0,0,0.0999041150121
10,10,0.0628947478196,2.04351873749,31.9882768373,1.57497729279,0.971643046854,3.19781118778,1.61263135705,0.488556799228,0.988822325844,3.14206583868,0.0,0.0,0.0,0,0.0998816279254
11,11,0.0691842226016,2.04357515883,31.9874523045,1.57539487385,0.971669873816,3.19751528276,1.61681556513,0.488569855114,0.98882821918,3.14211295252,0.0,0.0,0.0,0,0.0998567757493
12,12,0.0754736973835,2.04363694824,31.9865493515,1.57581230762,0.971699253165,3.1971912119,1.62099997478,0.488584153143,0.988834671223,3.14216000795,0.0,0.0,0.0,0,0.0998295590752
13,13,0.0817631721655,2.04370410424,31.9855680072,1.57622958072,0.9717311842,3.19683897948,1.62518460437,0.488599692969,0.988841681277,3.1422069997,0.0,0.0,0.0,0,0.0997999785572
