,e,1.30,1.80,2.20
0,0.0,1.0,1.0,0.0
1,0.0047,0.500522908169,0.500522908169,0.0795142755523
2,0.0095,0.500547539637,0.500547539637,0.245267054233
3,0.0142,0.500572837008,0.500572837007,0.288980958762
4,0.019,0.500600632537,0.500600632537,0.311340887123
5,0.0238,0.500632774755,0.500632774755,0.323362433537
6,0.0285,0.500669245688,0.500669245687,0.330081231192
7,0.0333,0.50071064636,0.500710646359,0.333372816032
8,0.038,0.500757964634,0.500757964634,0.334054930319
9,0.0427,0.500812518995,0.500812518995,0.333123183797
10,0.0475,0.500876051791,0.50087605179,0.328629134546
11,0.0522,0.500950914318,0.500950914316,0.323193786464
12,0.057,0.501025532427,0.501025532426,0.317298500609
13,0.0617,0.501086876853,0.501086876852,0.314771995439
14,0.0665,0.501142902797,0.501142902796,0.311906489883
15,0.0712,0.501195359196,0.501195359195,0.310223275639
16,0.076,0.501245674769,0.501245674768,0.307145813535
17,0.0808,0.501293965774,0.501293965773,0.307126564646
18,0.0855,0.501336410346,0.501336410344,0.306009781603
19,0.0902,0.501377000652,0.501377000651,0.305462351588
20,0.095,0.501415943933,0.501415943932,0.305435619123
21,0.0997,0.501453411441,0.50145341144,0.305889290735
22,0.1045,0.501489536317,0.501489536315,0.304035625858
23,0.1092,0.501524439599,0.501524439597,0.305287543003
24,0.114,0.501558218728,0.501558218727,0.304050989816
25,0.1187,0.501596849943,0.501596849942,0.305290333726
26,0.1235,0.501634916821,0.50163491682,0.303853062215
27,0.1283,0.501670125556,0.501670125555,0.302891873767
28,0.133,0.501703352165,0.501703352163,0.305448360941
29,0.1377,0.501735368288,0.501735368286,0.305163811375
30,0.1425,0.501766164733,0.501766164731,0.305130445039
31,0.1472,0.501795942832,0.50179594283,0.305319781159
32,0.152,0.501824693784,0.501824693782,0.305727318285
33,0.1568,0.501854971691,0.501854971689,0.306080599967
34,0.1615,0.50188462279,0.501884622788,0.30660997265
35,0.1663,0.501913905954,0.501913905953,0.307286273868
36,0.171,0.501941789642,0.501941789641,0.308209805657
37,0.1757,0.501969024535,0.501969024534,0.309300353817
38,0.1805,0.501995620025,0.501995620023,0.310553855337
39,0.1852,0.502021587578,0.502021587576,0.308182003191
40,0.19,0.502046927914,0.502046927912,0.309697166954
41,0.1948,0.502073093439,0.502073093438,0.311233483837
42,0.1995,0.502099135488,0.502099135486,0.312880838822
43,0.2042,0.502123981246,0.502123981244,0.314732677351
44,0.209,0.502149232517,0.502149232516,0.316646046637
45,0.2137,0.502173267539,0.502173267537,0.318834201609
46,0.2185,0.502196738144,0.502196738142,0.321164054293
47,0.2233,0.502220332682,0.50222033268,0.319456848808
48,0.228,0.50224296088,0.502242960878,0.321991164191
49,0.2327,0.502266011653,0.502266011651,0.324584300605
50,0.2375,0.502288869077,0.502288869075,0.327206792152
51,0.2422,0.502311924408,0.502311924406,0.325674316553
52,0.247,0.50233412181,0.502334121807,0.328479453243
53,0.2517,0.502356056345,0.502356056343,0.33147466326
54,0.2565,0.502377500988,0.502377500986,0.334513054046
55,0.2612,0.502398777419,0.502398777417,0.333235687777
56,0.266,0.502419912101,0.502419912099,0.336422420804
57,0.2707,0.50244002509,0.502440025087,0.339763770126
58,0.2755,0.50246146063,0.502461460628,0.338557873901
59,0.2802,0.502482165043,0.502482165041,0.341985463131
60,0.285,0.502503228924,0.502503228921,0.345477700734
61,0.2898,0.502523254218,0.502523254215,0.349207397493
62,0.2945,0.502543193903,0.502543193901,0.352940798817
63,0.2993,0.502563052513,0.50256305251,0.351902765766
64,0.304,0.502582796948,0.502582796946,0.355768909198
65,0.3087,0.502601939991,0.502601939989,0.359841434087
66,0.3135,0.50262050702,0.502620507017,0.363937490641
67,0.3182,0.502640395496,0.502640395493,0.36813861076
68,0.323,0.502660404377,0.502660404375,0.372420988363
69,0.3277,0.502679320788,0.502679320785,0.371710651473
70,0.3325,0.502629688177,0.502629688174,0.377415352819
71,0.3372,0.502646953541,0.502646953539,0.381789474826
72,0.342,0.502664643493,0.50266464349,0.386221182912
73,0.3468,0.502681692353,0.50268169235,0.390756423766
74,0.3515,0.502698156507,0.502698156504,0.400695304111
75,0.3563,0.502714866855,0.502714866853,0.405433000487
76,0.361,0.502731904509,0.502731904506,0.410233211894
77,0.3657,0.5027488815,0.502748881497,0.41510975118
78,0.3705,0.502765753797,0.502765753794,0.425542707042
79,0.3752,0.502782603173,0.50278260317,0.436136926507
80,0.38,0.502797725848,0.502797725845,0.446921385441
81,0.3847,0.502813853892,0.502813853889,0.45783116254
82,0.3895,0.502829980097,0.502829980095,0.480194093364
