,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad]
0,0.0,0.43395,90.0549125353,1.57079632679,0.205898201708,9.00549125353,1.57079632679,0.103926944025,0.981182104784,3.14159265359,1.0,610.893014327,0.859436326221
1,0.00628947478196,0.433953821956,90.0544725733,1.57359697795,0.205900015128,9.00822948362,1.59879781088,0.103928468446,0.981185395139,3.14212973719,1.0,610.893116832,0.859504788116
2,0.0125789495639,0.433965288076,90.053152692,1.57639762237,0.20590545551,9.01643907623,1.62676910753,0.103933041916,0.981195264364,3.14266653344,1.0,610.893424341,0.859710153945
3,0.0188684243459,0.433984399119,90.0509529048,1.57919825335,0.205914523212,9.03010478462,1.65468024987,0.103940665059,0.981211706936,3.14320275503,1.0,610.893936843,0.860052364195
4,0.0251578991278,0.434011156348,90.0478732344,1.58199886415,0.205927218834,9.04920135102,1.68250170819,0.103951338916,0.981234713656,3.14373811471,1.0,610.894654317,0.860531319858
5,0.0314473739098,0.434045561534,90.0439137121,1.58479944805,0.205943543216,9.07369373346,1.71020459857,0.103965064943,0.981264271643,3.14427232535,1.0,610.895576734,0.861146882709
6,0.0377368486918,0.434087616951,90.0390743787,1.58759999832,0.205963497439,9.10353741655,1.73776088009,0.103981845017,0.981300364343,3.14480509994,1.0,610.896704055,0.861898875683
7,0.0440263234737,0.434137325383,90.0333552836,1.59040050822,0.205987082821,9.13867880003,1.76514353719,0.104001681427,0.981342971527,3.14533615165,1.0,610.898036236,0.862787083363
8,0.0503157982557,0.434194690118,90.0267564855,1.59320097103,0.206014300923,9.17905565714,1.79232674468,0.104024576885,0.9813920693,3.14586519386,1.0,610.899573223,0.863811252569
9,0.0566052730377,0.434259714951,90.019278052,1.59600138,0.206045153547,9.22459765398,1.81928601285,0.104050534521,0.981447630099,3.14639194021,1.0,610.901314953,0.864971093049
10,0.0628947478196,0.434332404187,90.0109200596,1.59880172838,0.206079642733,9.27522692005,1.84599831133,0.104079557885,0.981509622703,3.14691610458,1.0,610.903261355,0.866266278266
11,0.0691842226016,0.434412762636,90.0016825941,1.60160200944,0.206117770766,9.33085865972,1.87244217057,0.104111650948,0.981578012235,3.14743740118,1.0,610.90541235,0.867696446281
12,0.0754736973835,0.43450079562,89.9915657501,1.60440221642,0.20615954017,9.39140179422,1.89859776045,0.104146818107,0.981652760172,3.14795554457,1.0,610.907767852,0.86926120072
13,0.0817631721655,0.434596508967,89.9805696311,1.60720234256,0.20620495371,9.45675962358,1.92444694624,0.104185064178,0.981733824348,3.14847024966,1.0,610.910327765,0.870960111832
14,0.0880526469475,0.434699909019,89.9686943499,1.61000238109,0.206254014396,9.52683049871,1.94997332255,0.104226394408,0.981821158966,3.14898123179,1.0,610.913091984,0.872792717627
15,0.0943421217294,0.434811002627,89.9559400282,1.61280232524,0.206306725477,9.601508494,1.97516222628,0.104270814468,0.9819147146,3.14948820672,1.0,610.916060399,0.874758525084
16,0.100631596511,0.434929797153,89.9423067966,1.61560216824,0.206363090447,9.68068407188,2.00000073016,0.10431833046,0.982014438212,3.1499908907,1.0,610.919232887,0.876857011434
17,0.106921071293,0.435056300474,89.9277947948,1.6184019033,0.205987621258,9.76424473152,2.02447761855,0.104146297398,0.982157910787,3.15046989108,1.0,610.907732987,0.88081355172
18,0.113210546075,0.435190520979,89.9124041715,1.62120152361,0.206051171107,9.85207563506,2.0485833475,0.10419986483,0.982269551271,3.1509620867,1.0,610.911317905,0.883167450564
19,0.119500020857,0.435332467575,89.8961350845,1.62400102238,0.206118379055,9.94406020553,2.07230999106,0.104256539736,0.982387165972,3.1514491546,1.0,610.915106753,0.88565187173
20,0.125789495639,0.435482149681,89.8789877003,1.6268003928,0.206189249562,10.040080692,2.0956511762,0.104316329926,0.982510687647,3.15193081381,1.0,610.919099377,0.888266194911
21,0.132078970421,0.435639577237,89.8609621948,1.62959962803,0.206263787333,10.1400186985,2.1186020082,0.104379243646,0.982640045499,3.15240678399,1.0,610.923295614,0.891009777548
22,0.138368445203,0.4358047607,89.8420587527,1.63239872124,0.206341997321,10.2437556738,2.14115898877,0.104445289587,0.98277516519,3.15287678542,1.0,610.927695295,0.89388195639
23,0.144657919985,0.435977711048,89.8222775676,1.6351976656,0.206423884723,10.3511733611,2.16331992872,0.104514476881,0.982915968849,3.15334053904,1.0,610.932298242,0.896882049086
24,0.150947394767,0.436158439779,89.8016188423,1.63799645423,0.206509454983,10.4621542063,2.18508385715,0.10458681511,0.983062375093,3.1537977665,1.0,610.937104267,0.900009355803
25,0.157236869549,0.436346958916,89.7800827885,1.64079508028,0.206598713794,10.5765817251,2.20645092852,0.104662314308,0.983214299035,3.15424819017,1.0,610.942113175,0.903263160864
26,0.163526344331,0.436543281004,89.757669627,1.64359353685,0.206691667095,10.6943408292,2.22742232938,0.104740984959,0.9833716523,3.15469153314,1.0,610.947324764,0.9066427344
27,0.169815819113,0.436747419118,89.7343795874,1.64639181706,0.206788321077,10.8153181139,2.2480001857,0.104822838008,0.983534343043,3.15512751927,1.0,610.952738823,0.910147334006
28,0.176105293895,0.436959386857,89.7102129084,1.64918991399,0.206888682178,10.9394021067,2.26818747215,0.104907884861,0.983702275962,3.15555587321,1.0,610.958355131,0.913776206411
29,0.182394768677,0.437179198352,89.6851698378,1.65198782073,0.20699275709,11.0664834809,2.28798792402,0.104996137387,0.983875352314,3.15597632041,1.0,610.964173461,0.91752858914
30,0.188684243459,0.437406868265,89.6592506322,1.65478553032,0.207100552755,11.1964552346,2.30740595254,0.105087607926,0.984053469935,3.15638858714,1.0,610.970193577,0.921403712172
31,0.194973718241,0.437642411791,89.6324555574,1.65758303582,0.206773995881,11.3292128392,2.32644656422,0.104956560614,0.98426960615,3.15675975343,1.0,610.961565452,0.926973497042
32,0.201263193023,0.437885844663,89.604784888,1.66038033026,0.206889011212,11.4646543577,2.34511528451,0.10505421138,0.984457076163,3.1571539993,1.0,610.967996811,0.931078357872
33,0.207552667805,0.438137183147,89.5762389077,1.66317740665,0.207007761727,11.6026805377,2.36341808618,0.105155110066,0.984649250591,3.15753926845,1.0,610.974629463,0.935303313373
34,0.213842142587,0.438396444052,89.5468179092,1.66597425798,0.207130255368,11.7431948787,2.38136132239,0.10525927087,0.984846014029,3.15791529122,1.0,610.981463137,0.939647588254
35,0.220131617369,0.43866364473,89.516522194,1.66877087724,0.207256500332,11.8861036794,2.3989516648,0.105366708481,0.985047247749,3.15828179883,1.0,610.988497559,0.94411040771
36,0.226421092151,0.438938803072,89.4853520728,1.67156725739,0.207386505075,12.0313160642,2.41619604639,0.105477438083,0.985252829715,3.15863852343,1.0,610.995732441,0.948690998965
37,0.232710566933,0.439221937522,89.4533078652,1.67436339136,0.207520278308,12.178743993,2.43310160913,0.105591475358,0.985462634608,3.15898519809,1.0,611.003167491,0.953388592784
38,0.239000041715,0.439513067068,89.4203898998,1.67715927207,0.207657829005,12.3283022561,2.44967565632,0.105708836494,0.985676533845,3.15932155682,1.0,611.010802408,0.958202424959
39,0.245289516497,0.439812211251,89.3865985141,1.67995489243,0.207799166397,12.4799084559,2.46592560937,0.105829538188,0.985894395598,3.15964733458,1.0,611.018636882,0.963131737756
40,0.251578991278,0.440119390167,89.3519340547,1.68275024532,0.207944299979,12.6334829763,2.48185896881,0.105953597655,0.986116084816,3.15996226727,1.0,611.026670595,0.968175781346
41,0.25786846606,0.440434624469,89.3163968771,1.6855453236,0.207652364015,12.7889489441,2.49748327942,0.105851899707,0.986370032247,3.16022598507,1.0,611.020086345,0.974758224377
42,0.264157940842,0.440757935366,89.2799873457,1.68834012011,0.20780479588,12.9462321802,2.51280609908,0.105982331673,0.986598461816,3.16051782061,1.0,611.028528625,0.980013459801
43,0.270447415624,0.441089344634,89.242705834,1.69113462765,0.207961045895,13.1052611461,2.52783497117,0.10611616557,0.986830287667,3.16079805003,1.0,611.037169403,0.985381011228
44,0.276736890406,0.441428874611,89.2045527244,1.69392883903,0.208121124593,13.2659668829,2.5425774003,0.106253420657,0.987065362424,3.16106641365,1.0,611.04600833,0.990860181203
45,0.283026365188,0.441776548203,89.1655284082,1.69672274701,0.208285042773,13.4282829475,2.55704083105,0.10639411674,0.987303535609,3.16132265277,1.0,611.055045047,0.996450286591
46,0.28931583997,0.442132388889,89.1256332859,1.69951634434,0.208452811504,13.5921453436,2.57123262948,0.106538274176,0.987544653662,3.16156650966,1.0,611.064279188,1.00215065978
47,0.295605314752,0.44249642072,89.0848677666,1.70230962373,0.208624442128,13.757492452,2.58516006721,0.106685913882,0.987788559966,3.16179772757,1.0,611.073710378,1.00796064986
48,0.301894789534,0.442868668327,89.0432322688,1.70510257787,0.208356634281,13.9242649575,2.59883030788,0.106604943519,0.988060056237,3.16197216797,1.0,611.068541263,1.01518604824
49,0.308184264316,0.443249156921,89.0007272194,1.70789519945,0.208535642929,14.0924057757,2.6122503956,0.10675914036,0.988308519502,3.16217691184,1.0,611.078378338,1.02119593523
50,0.314473739098,0.443637912294,88.9573530548,1.7106874811,0.208718540852,14.2618599781,2.62542724542,0.10691687441,0.988559278689,3.16236828132,1.0,611.08841155,1.02731341714
51,0.32076321388,0.44403496083,88.91311022,1.71347941542,0.208905340463,14.4325747188,2.63836763545,0.107078168803,0.988812165583,3.16254602402,1.0,611.098640492,1.03353792669
52,0.327052688662,0.444440329501,88.8679991691,1.71627099502,0.209096054453,14.6044991598,2.65107820055,0.107243047267,0.989067009042,3.16270988844,1.0,611.10906475,1.03986891849
