,Unnamed: 0,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad],new flag,fraction
0,0,0.0,2.16865,30.2160212953,1.57079632679,1.03113989339,3.02160212953,1.57079632679,0.518319507822,0.989390477942,3.14159265359,0.0,0.0,0.0,1,0.1
1,1,0.00628947478196,2.16865060264,30.2160130167,1.57088469204,1.03114017993,3.02159491261,1.57167998122,0.51831963942,0.989390534003,3.14160212923,0.0,0.0,0.0,0,0.0999997499011
2,2,0.0125789495639,2.16865241053,30.2159881811,1.57097305393,1.03114103954,3.02157326204,1.57256361405,0.518320034208,0.989390702183,3.14161160434,0.0,0.0,0.0,0,0.0999989996203
3,3,0.0188684243459,2.16865542361,30.2159467894,1.57106140913,1.03114247219,3.02153717834,1.57344720367,0.518320692173,0.989390982472,3.14162107842,0.0,0.0,0.0,0,0.0999977491813
4,4,0.0251578991278,2.16865964178,30.2158888432,1.57114975428,1.03114447782,3.02148666245,1.57433072849,0.51832161329,0.989391374856,3.14163055093,0.0,0.0,0.0,0,0.0999959986158
5,5,0.0314473739098,2.16866506487,30.2158143448,1.57123808603,1.03114705637,3.02142171563,1.57521416689,0.518322797525,0.989391879314,3.14164002136,0.0,0.0,0.0,0,0.0999937480107
6,6,0.0377368486918,2.16867169269,30.2157232969,1.57132640104,1.03115020773,3.02134233952,1.57609749728,0.518324244835,0.989392495818,3.1416494892,0.0,0.0,0.0,0,0.0999909974294
7,7,0.0440263234737,2.168679525,30.215615703,1.57141469595,1.03115393181,3.02124853612,1.57698069804,0.518325955169,0.989393224335,3.14165895391,0.0,0.0,0.0,0,0.0999877469906
8,8,0.0503157982557,2.16868856152,30.2154915672,1.57150296742,1.03115822845,3.0211403078,1.57786374757,0.518327928462,0.989394064826,3.14166841498,0.0,0.0,0.0,0,0.0999839967892
9,9,0.0566052730377,2.16869880192,30.2153508942,1.5715912121,1.03116309751,3.02101765729,1.57874662424,0.518330164643,0.989395017246,3.1416778719,0.0,0.0,0.0,0,0.0999797469756
10,10,0.0628947478196,2.16871024583,30.2151936893,1.57167942665,1.03116853881,3.0208805877,1.57962930646,0.51833266363,0.989396081543,3.14168732414,0.0,0.0,0.0,0,0.0999749976999
11,11,0.0691842226016,2.16872289283,30.2150199585,1.57176760773,1.03117455215,3.02072910246,1.58051177259,0.518335425333,0.989397257659,3.14169677118,0.0,0.0,0.0,0,0.0999697491365
12,12,0.0754736973835,2.16873674247,30.2148297083,1.57185575198,1.03118113731,3.02056320542,1.58139400101,0.518338449649,0.989398545533,3.14170621251,0.0,0.0,0.0,0,0.0999640014671
13,13,0.0817631721655,2.16875179424,30.2146229461,1.57194385607,1.03118829406,3.02038290076,1.58227597011,0.51834173647,0.989399945093,3.14171564761,0.0,0.0,0.0,0,0.0999577549134
14,14,0.0880526469475,2.1687680476,30.2143996795,1.57203191666,1.03119602213,3.02018819303,1.58315765823,0.518345285674,0.989401456265,3.14172507597,0.0,0.0,0.0,0,0.0999510096889
15,15,0.0943421217294,2.16878550196,30.2141599171,1.5721199304,1.03120432125,3.01997908715,1.58403904376,0.518349097132,0.989403078967,3.14173449706,0.0,0.0,0.0,0,0.0999437660469
16,16,0.100631596511,2.16880415669,30.213903668,1.57220789396,1.03121319112,3.01975558839,1.58492010504,0.518353170705,0.989404813113,3.14174391037,0.0,0.0,0.0,0,0.0999360242484
17,17,0.106921071293,2.16882401111,30.2136309419,1.57229580401,1.03122263141,3.01951770242,1.58580082043,0.518357506245,0.989406658607,3.14175331538,0.0,0.0,0.0,0,0.0999277845704
18,18,0.113210546075,2.16884506451,30.2133417492,1.5723836572,1.03123264178,3.01926543523,1.58668116827,0.518362103592,0.989408615352,3.14176271159,0.0,0.0,0.0,0,0.0999190473056
19,19,0.119500020857,2.16886731611,30.2130361007,1.57247145021,1.03124322187,3.0189987932,1.58756112691,0.518366962579,0.989410683242,3.14177209847,0.0,0.0,0.0,0,0.0999098127864
20,20,0.125789495639,2.16889076511,30.2127140082,1.5725591797,1.0312543713,3.01871778308,1.58844067467,0.518372083028,0.989412862166,3.14178147552,0.0,0.0,0.0,0,0.0999000813449
21,21,0.132078970421,2.16891541067,30.2123754837,1.57264684235,1.03126608966,3.01842241196,1.58931978988,0.518377464753,0.989415152006,3.14179084222,0.0,0.0,0.0,0,0.0998898533215
22,22,0.138368445203,2.16894125188,30.2120205403,1.57273443482,1.03127837652,3.01811268731,1.59019845086,0.518383107556,0.989417552639,3.14180019806,0.0,0.0,0.0,0,0.0998791290959
23,23,0.144657919985,2.16896828782,30.2116491912,1.57282195381,1.03129123145,3.01778861698,1.59107663592,0.518389011232,0.989420063935,3.14180954253,0.0,0.0,0.0,0,0.0998679090558
24,24,0.150947394767,2.1689965175,30.2112614506,1.57290939597,1.03130465397,3.01745020916,1.59195432336,0.518395175564,0.989422685761,3.14181887512,0.0,0.0,0.0,0,0.0998561936047
25,25,0.157236869549,2.1690259399,30.2108573332,1.57299675801,1.0313186436,3.01709747241,1.59283149147,0.518401600328,0.989425417975,3.14182819533,0.0,0.0,0.0,0,0.0998439831699
26,26,0.163526344331,2.16905655395,30.2104368544,1.57308403659,1.03133319983,3.01673041567,1.59370811854,0.518408285288,0.989428260429,3.14183750264,0.0,0.0,0.0,0,0.0998312781945
27,27,0.169815819113,2.16908835854,30.21000003,1.5731712284,1.03134832213,3.01634904822,1.59458418284,0.518415230201,0.989431212972,3.14184679655,0.0,0.0,0.0,0,0.0998180791372
28,28,0.176105293895,2.16912135252,30.2095468767,1.57325833014,1.03136400996,3.01595337974,1.59545966263,0.518422434813,0.989434275445,3.14185607656,0.0,0.0,0.0,0,0.0998043864809
29,29,0.182394768677,2.16915553469,30.2090774117,1.57334533849,1.03138026274,3.01554342023,1.59633453617,0.518429898859,0.989437447682,3.14186534215,0.0,0.0,0.0,0,0.0997902007159
30,30,0.188684243459,2.16919090381,30.2085916527,1.57343225016,1.03139707989,3.01511918011,1.5972087817,0.518437622068,0.989440729514,3.14187459283,0.0,0.0,0.0,0,0.0997755223646
31,31,0.194973718241,2.16922745861,30.2080896182,1.57351906184,1.0314144608,3.01468067011,1.59808237745,0.518445604157,0.989444120764,3.1418838281,0.0,0.0,0.0,0,0.099760351949
32,32,0.201263193023,2.16926519774,30.2075713272,1.57360577022,1.03143240483,3.01422790137,1.59895530165,0.518453844834,0.98944762125,3.14189304745,0.0,0.0,0.0,0,0.099744690031
33,33,0.207552667805,2.16930411984,30.2070367994,1.57369237203,1.03145091134,3.01376088537,1.5998275325,0.518462343798,0.989451230785,3.14190225039,0.0,0.0,0.0,0,0.0997285371803
34,34,0.213842142587,2.16934422351,30.2064860551,1.57377886396,1.03146997965,3.01327963396,1.6006990482,0.518471100737,0.989454949175,3.14191143642,0.0,0.0,0.0,0,0.0997118939664
35,35,0.220131617369,2.16938550728,30.2059191152,1.57386524273,1.03148960907,3.01278415938,1.60156982693,0.518480115333,0.98945877622,3.14192060503,0.0,0.0,0.0,0,0.0996947610065
36,36,0.226421092151,2.16942796966,30.2053360012,1.57395150505,1.03150979889,3.01227447419,1.60243984687,0.518489387254,0.989462711715,3.14192975575,0.0,0.0,0.0,0,0.0996771389178
37,37,0.232710566933,2.1694716091,30.2047367352,1.57403764765,1.03153054837,3.01175059136,1.60330908617,0.518498916161,0.989466755449,3.14193888807,0.0,0.0,0.0,0,0.0996590283412
38,38,0.239000041715,2.16951642402,30.20412134,1.57412366724,1.03155185677,3.0112125242,1.60417752299,0.518508701707,0.989470907205,3.14194800149,0.0,0.0,0.0,0,0.0996404299411
39,39,0.245289516497,2.1695624128,30.2034898389,1.57420956056,1.0315737233,3.0106602864,1.60504513544,0.518518743533,0.989475166761,3.14195709554,0.0,0.0,0.0,0,0.0996213443744
40,40,0.251578991278,2.16960957375,30.202842256,1.57429532434,1.03159614718,3.010093892,1.60591190165,0.518529041271,0.989479533889,3.14196616973,0.0,0.0,0.0,0,0.0996017723611
41,41,0.25786846606,2.16965790518,30.2021786157,1.57438095532,1.03161912759,3.00951335544,1.60677779972,0.518539594544,0.989484008354,3.14197522355,0.0,0.0,0.0,0,0.0995817145894
42,42,0.264157940842,2.16970740533,30.2014989433,1.57446645022,1.03164266369,3.00891869149,1.60764280774,0.518550402967,0.989488589918,3.14198425654,0.0,0.0,0.0,0,0.0995611717873
43,43,0.270447415624,2.16975807238,30.2008032646,1.57455180581,1.03166675464,3.00830991531,1.60850690378,0.518561466144,0.989493278336,3.1419932682,0.0,0.0,0.0,0,0.0995401447302
44,44,0.276736890406,2.16980990452,30.200091606,1.57463701884,1.03169139954,3.00768704241,1.60937006589,0.518572783669,0.989498073356,3.14200225806,0.0,0.0,0.0,0,0.099518634138
45,45,0.283026365188,2.16986289984,30.1993639945,1.57472208604,1.03171659752,3.00705008869,1.61023227212,0.518584355128,0.989502974722,3.14201122563,0.0,0.0,0.0,0,0.0994966408336
46,46,0.28931583997,2.16991705643,30.1986204577,1.57480700419,1.03174234765,3.0063990704,1.61109350048,0.518596180097,0.989507982172,3.14202017043,0.0,0.0,0.0,0,0.0994741655924
47,47,0.295605314752,2.16997237232,30.197861024,1.57489177006,1.031768649,3.00573400416,1.61195372899,0.518608258143,0.989513095439,3.14202909199,0.0,0.0,0.0,0,0.0994512092373
48,48,0.301894789534,2.17002884549,30.1970857221,1.5749763804,1.03179550061,3.00505490695,1.61281293564,0.518620588824,0.98951831425,3.14203798984,0.0,0.0,0.0,0,0.0994277726068
49,49,0.308184264316,2.17008647389,30.1962945814,1.57506083199,1.0318229015,3.00436179615,1.61367109839,0.518633171688,0.989523638325,3.1420468635,0.0,0.0,0.0,0,0.0994038565477
50,50,0.314473739098,2.17014525543,30.1954876321,1.57514512163,1.03185085068,3.00365468947,1.61452819521,0.518646006273,0.989529067382,3.14205571249,0.0,0.0,0.0,0,0.0993794619301
51,51,0.32076321388,2.17020518796,30.1946649048,1.57522924608,1.03187934713,3.00293360501,1.61538420403,0.51865909211,0.98953460113,3.14206453636,0.0,0.0,0.0,0,0.0993545896483
52,52,0.327052688662,2.17026626931,30.1938264307,1.57531320214,1.03190838981,3.00219856123,1.61623910276,0.518672428718,0.989540239275,3.14207333464,0.0,0.0,0.0,0,0.0993292405961
53,53,0.333342163444,2.17032849726,30.1929722417,1.57539698661,1.03193797767,3.00144957696,1.61709286931,0.518686015609,0.989545981515,3.14208210685,0.0,0.0,0.0,0,0.0993034156994
54,54,0.339631638226,2.17039186953,30.1921023703,1.57548059629,1.03196810964,3.00068667141,1.61794548156,0.518699852284,0.989551827546,3.14209085254,0.0,0.0,0.0,0,0.0992771159155
55,55,0.345921113008,2.17045638383,30.1912168495,1.57556402798,1.0319987846,2.99990986414,1.61879691736,0.518713938236,0.989557777055,3.14209957125,0.0,0.0,0.0,0,0.0992503421701
56,56,0.35221058779,2.1705220378,30.190315713,1.57564727851,1.03203000146,2.99911917509,1.61964715457,0.518728272948,0.989563829727,3.14210826251,0.0,0.0,0.0,0,0.099223095468
57,57,0.358500062572,2.17058882905,30.1893989949,1.57573034469,1.03206175906,2.99831462457,1.62049617099,0.518742855895,0.989569985239,3.14211692588,0.0,0.0,0.0,0,0.0991953767824
58,58,0.364789537354,2.17065675515,30.1884667303,1.57581322335,1.03209405625,2.99749623326,1.62134394444,0.518757686541,0.989576243264,3.1421255609,0.0,0.0,0.0,0,0.0991671871261
59,59,0.371079012136,2.17072581363,30.1875189544,1.57589591132,1.03212689187,2.9966640222,1.62219045268,0.518772764342,0.98958260347,3.14213416712,0.0,0.0,0.0,0,0.0991385275354
60,60,0.377368486918,2.17079600197,30.1865557034,1.57597840544,1.0321602647,2.9958180128,1.62303567348,0.518788088744,0.989589065519,3.14214274408,0.0,0.0,0.0,0,0.0991093990391
61,61,0.3836579617,2.17086731761,30.1855770138,1.57606070256,1.03219417354,2.99495822687,1.62387958458,0.518803659185,0.989595629067,3.14215129135,0.0,0.0,0.0,0,0.099079802713
62,62,0.389947436482,2.17093975795,30.1845829229,1.57614279952,1.03222861714,2.99408468655,1.62472216368,0.518819475094,0.989602293767,3.14215980847,0.0,0.0,0.0,0,0.0990497396254
63,63,0.396236911264,2.17101332034,30.1835734685,1.57622469318,1.03226359426,2.99319741437,1.62556338849,0.518835535888,0.989609059266,3.14216829501,0.0,0.0,0.0,0,0.0990192108918
64,64,0.402526386046,2.17108800212,30.1825486889,1.57630638042,1.03229910361,2.99229643324,1.62640323668,0.518851840979,0.989615925204,3.14217675053,0.0,0.0,0.0,0,0.0989882175962
65,65,0.408815860828,2.17116380055,30.1815086232,1.5763878581,1.03233514391,2.99138176641,1.62724168589,0.518868389767,0.989622891217,3.14218517459,0.0,0.0,0.0,0,0.0989567608937
66,66,0.415105335609,2.17124071287,30.1804533109,1.5764691231,1.03237171383,2.99045343754,1.62807871374,0.518885181644,0.989629956939,3.14219356675,0.0,0.0,0.0,0,0.0989248419158
67,67,0.421394810391,2.17131873627,30.1793827922,1.57655017231,1.03240881204,2.98951147063,1.62891429785,0.518902215992,0.989637121993,3.14220192659,0.0,0.0,0.0,0,0.0988924618334
68,68,0.427684285173,2.17139786791,30.1782971077,1.57663100263,1.03244643719,2.98855589007,1.62974841578,0.518919492187,0.989644386002,3.14221025367,0.0,0.0,0.0,0,0.0988596218254
69,69,0.433973759955,2.17147810489,30.1771962989,1.57671161094,1.03248458791,2.98758672061,1.6305810451,0.518937009591,0.989651748582,3.14221854758,0.0,0.0,0.0,0,0.0988263231023
70,70,0.440263234737,2.17155944429,30.1760804075,1.57679199417,1.0325232628,2.98660398738,1.63141216333,0.518954767562,0.989659209343,3.14222680787,0.0,0.0,0.0,0,0.0987925668669
71,71,0.446552709519,2.17164188313,30.1749494762,1.57687214923,1.03256246044,2.98560771588,1.63224174798,0.518972765445,0.989666767893,3.14223503414,0.0,0.0,0.0,0,0.0987583543533
72,72,0.452842184301,2.1717254184,30.1738035478,1.57695207304,1.03260217942,2.98459793199,1.63306977653,0.518991002579,0.989674423831,3.14224322596,0.0,0.0,0.0,0,0.0987236868274
