,e,0.80,0.85,0.90,0.95
151,0.7172,9.13140441555e-08,4.88039947318e-06,7.25923942035e-06,8.84332752519e-06
152,0.722,1.0238573169e-07,5.30112470678e-06,7.28422109525e-06,8.84783577588e-06
153,0.7268,1.14372268034e-07,5.88955456767e-06,7.31536364266e-06,8.85185710568e-06
154,0.7315,1.28463981718e-07,6.82289970157e-06,7.34992370992e-06,8.85217384996e-06
155,0.7362,1.4401877008e-07,8.61421410533e-06,7.37426748098e-06,8.85820946172e-06
156,0.741,1.58918306862e-07,8.54686504292e-06,7.40438027875e-06,8.86312553948e-06
157,0.7458,1.75797265982e-07,8.48480842743e-06,7.43455868679e-06,8.86581837501e-06
158,0.7505,1.95125722253e-07,8.41810748175e-06,7.46311357493e-06,8.86954544724e-06
159,0.7552,2.4357410905e-07,8.35333731087e-06,7.49394355222e-06,8.87205214783e-06
160,0.76,2.67964306455e-07,8.28397498752e-06,7.5245576583e-06,8.87406126674e-06
161,0.7647,2.92246291609e-07,8.21725382766e-06,7.55172897733e-06,8.87918756662e-06
162,0.7695,3.55465490234e-07,8.15409868634e-06,7.58387787685e-06,8.88335488994e-06
163,0.7742,3.84447607195e-07,8.07910488195e-06,7.61069612923e-06,8.88617670274e-06
164,0.779,4.55330595226e-07,8.01254427413e-06,7.64375340227e-06,8.8903854498e-06
165,0.7837,4.87886145528e-07,7.94255947613e-06,7.67268155723e-06,8.89500180126e-06
166,0.7885,5.7457362953e-07,7.87095931696e-06,7.69986902981e-06,8.89925474131e-06
167,0.7933,6.71830133007e-07,7.80484548159e-06,7.73032478875e-06,8.89509708477e-06
168,0.798,7.73182420382e-07,7.72613742851e-06,7.76147968532e-06,8.90211642297e-06
169,0.8027,8.84724100336e-07,7.65919533167e-06,7.79018393492e-06,8.90290871073e-06
170,0.8075,9.27366148869e-07,7.58766254338e-06,7.81892806052e-06,8.90656853833e-06
171,0.8123,1.13055568019e-06,7.51339772646e-06,7.84877447743e-06,8.91112920018e-06
172,0.817,1.26784409972e-06,7.44530807051e-06,7.87586832617e-06,8.90791550228e-06
173,0.8217,1.49983236488e-06,7.37404754989e-06,7.90523460084e-06,8.9167335169e-06
174,0.8265,1.6542087487e-06,7.30025285568e-06,7.93697332738e-06,8.91786609066e-06
175,0.8312,2.10799532355e-06,7.23236966807e-06,7.96024623704e-06,8.92228381606e-06
176,0.836,2.40189943467e-06,7.16572826354e-06,7.99093659589e-06,8.92354258743e-06
177,0.8407,2.83964539778e-06,7.09511110799e-06,8.01961514334e-06,8.9245298352e-06
178,0.8455,3.4486016284e-06,7.03441187284e-06,8.04578012861e-06,8.92500718019e-06
179,0.8502,4.09743667874e-06,6.97767759896e-06,8.07318438936e-06,8.92582639099e-06
180,0.855,5.10102136307e-06,6.92089082415e-06,8.10030850508e-06,8.92635205773e-06
181,0.8598,7.19457663696e-06,6.8704947161e-06,8.13149004949e-06,8.92307272257e-06
182,0.8645,8.62907588462e-06,6.83118241214e-06,8.15335842446e-06,8.92036895455e-06
183,0.8692,8.48657917994e-06,6.80490336649e-06,8.18062645411e-06,8.92458756917e-06
184,0.874,8.34455567525e-06,6.78577197378e-06,8.20552388976e-06,8.92880537431e-06
185,0.8788,8.19422453822e-06,6.80673200514e-06,8.2309811085e-06,8.9282328914e-06
186,0.8835,8.04659186036e-06,6.87510438474e-06,8.26043417644e-06,8.92238710819e-06
187,0.8882,7.89240433475e-06,6.95712054294e-06,8.27632069422e-06,8.91978045669e-06
188,0.893,7.73846422124e-06,7.04124153521e-06,8.3015932186e-06,8.9150620466e-06
189,0.8977,7.57961633703e-06,7.12526693038e-06,8.32308475926e-06,8.91048126766e-06
190,0.9025,7.42292293184e-06,7.20231223313e-06,8.34804940481e-06,8.90568717649e-06
191,0.9073,7.26836453124e-06,7.27815495856e-06,8.37113074026e-06,8.89663176481e-06
192,0.912,7.11150348485e-06,7.35428604781e-06,8.37950733142e-06,8.89015635307e-06
193,0.9167,6.96382430195e-06,7.42768390981e-06,8.39991272134e-06,8.88069273514e-06
194,0.9215,6.82352577948e-06,7.49418755121e-06,8.41749967614e-06,8.86695563572e-06
195,0.9263,6.70408217675e-06,7.56106953731e-06,8.4295820922e-06,8.85662935976e-06
196,0.931,6.62365588152e-06,7.6217039546e-06,8.43700931155e-06,8.83742143215e-06
197,0.9357,6.62156686016e-06,7.80857098615e-06,8.44441863141e-06,8.81543053088e-06
198,0.9405,6.77081876965e-06,7.86272276032e-06,8.44598472035e-06,8.78867721348e-06
199,0.9452,6.91050357733e-06,7.91432381476e-06,8.43854756425e-06,8.76069470342e-06
