,Unnamed: 0,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad],new flag,fraction
0,0,0.0,1.65465,35.7082900077,1.57079632679,0.786745498999,3.57082900077,1.57079632679,0.395608957356,0.988694857307,3.14159265359,1.0,616.023949524,1.37514332144,1,0.1
1,1,0.00628947478196,1.65465244524,35.7082411809,1.57126625273,0.78674666165,3.57081565882,1.57549561439,0.395609528504,0.98869517616,3.14164638604,1.0,616.023952153,1.37507620245,0,0.0999986699803
2,2,0.0125789495639,1.6546597809,35.7080947019,1.57173616403,0.786750149579,3.57077563319,1.58019492522,0.395611241936,0.98869613268,3.14170011198,1.0,616.023960038,1.37487498317,0,0.0999946799585
3,3,0.0188684243459,1.65467200684,35.7078505753,1.57220604608,0.786755962709,3.57070892457,1.58489428252,0.395614097614,0.988697726757,3.14175382488,1.0,616.023973179,1.37454007517,0,0.0999880299999
4,4,0.0251578991278,1.65468912276,35.7075088087,1.57267588423,0.786764100914,3.5706155341,1.58959370953,0.395618095473,0.988699958203,3.14180751823,1.0,616.023991576,1.37407215974,0,0.0999787202849
5,5,0.0314473739098,1.65471112832,35.707069413,1.57314566387,0.786774564015,3.57049546338,1.59429322948,0.395623235426,0.988702826759,3.14186118553,1.0,616.024015228,1.37347218101,0,0.0999667509806
6,6,0.0377368486918,1.65473802302,35.7065324018,1.57361537036,0.786787351785,3.57034871447,1.59899286563,0.395629517358,0.98870633209,3.14191482025,1.0,616.024044134,1.37274133653,0,0.09995212237
7,7,0.0440263234737,1.65476980628,35.705897792,1.57408498907,0.786802463944,3.57017528989,1.60369264122,0.395636941129,0.988710473785,3.1419684159,1.0,616.024078293,1.37188106551,0,0.0999348347642
8,8,0.0503157982557,1.6548064774,35.7051656036,1.57455450538,0.786819900163,3.56997519261,1.60839257951,0.395645506574,0.988715251361,3.14202196598,1.0,616.024117704,1.37089303509,0,0.0999148885479
9,9,0.0566052730377,1.65484803558,35.7043358594,1.57502390465,0.78683966006,3.56974842606,1.61309270377,0.395655213502,0.988720664261,3.142075464,1.0,616.024162365,1.36977912478,0,0.0998922841545
10,10,0.0628947478196,1.65489447992,35.7034085855,1.57549317227,0.786861743204,3.56949499413,1.61779303727,0.395666061698,0.988726711852,3.14212890347,1.0,616.024212274,1.36854140949,0,0.0998670220706
11,11,0.0691842226016,1.6549458094,35.7023838109,1.57596229361,0.786886149112,3.56921490116,1.6224936033,0.39567805092,0.988733393427,3.1421822779,1.0,616.02426743,1.36718214152,0,0.0998391028527
12,12,0.0754736973835,1.65500202289,35.7012615679,1.57643125404,0.786912877251,3.56890815196,1.62719442517,0.395691180901,0.988740708207,3.14223558084,1.0,616.024327829,1.36570373168,0,0.0998085271202
13,13,0.0817631721655,1.65506311918,35.7000418916,1.57690003893,0.786941927037,3.56857475179,1.63189552616,0.395705451349,0.988748655337,3.14228880582,1.0,616.024393471,1.36410873011,0,0.0997752955221
14,14,0.0880526469475,1.65512909692,35.6987248203,1.57736863368,0.786973297834,3.56821470638,1.63659692963,0.395720861946,0.98875723389,3.14234194639,1.0,616.024464351,1.36239980689,0,0.0997394087987
15,15,0.0943421217294,1.65519995467,35.6973103953,1.57783702365,0.787006988957,3.56782802189,1.64129865889,0.395737412348,0.988766442862,3.14239499612,1.0,616.024540468,1.36057973288,0,0.0997008677331
16,16,0.100631596511,1.65527569088,35.695798661,1.57830519422,0.787042999667,3.56741470496,1.64600073732,0.395755102187,0.98877628118,3.14244794857,1.0,616.024621818,1.35865136097,0,0.0996596731663
17,17,0.106921071293,1.65535630389,35.6941896648,1.57877313079,0.787081329178,3.5669747627,1.65070318828,0.395773931068,0.988786747693,3.14250079734,1.0,616.024708399,1.35661760794,0,0.0996158260045
