,Unnamed: 0,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad],new flag,fraction
0,0,0.0,1.68023981633,35.7495195568,1.57079632679,0.798912829086,3.57495195568,1.57079632679,0.401767886956,0.988493493443,3.14159265359,1.0,616.051857144,1.49589480172,1,0.1
1,1,0.00772584823304,1.68024437502,35.7494313818,1.57149867144,0.798914996631,3.57494313818,1.57781983039,0.401768971839,0.98849408989,3.14167440739,1.0,616.051861984,1.49557000758,0,0.0999975581929
2,2,0.0154516126373,1.68025805077,35.7491668645,1.57220097728,0.798921499112,3.57491668645,1.58484328895,0.401772226411,0.988495879083,3.14175614316,1.0,616.051876505,1.4946039389,0,0.0999902329411
3,3,0.0231772093592,1.6802808426,35.7487260283,1.57290320551,0.798932336071,3.57487260283,1.59186665743,0.401777650442,0.988498860584,3.14183784285,1.0,616.051900705,1.49302050879,0,0.0999780247777
4,4,0.0309025545931,1.68031274892,35.7481089122,1.57360531736,0.798947506744,3.57481089122,1.59888989082,0.401785243549,0.988503033662,3.14191948845,1.0,616.05193458,1.49085642776,0,0.0999609345461
5,5,0.0386275645562,1.68035376748,35.7473155705,1.57430727403,0.798967010061,3.57473155705,1.60591294411,0.401795005194,0.988508397292,3.14200106194,1.0,616.051978129,1.48815734519,0,0.0999389634514
6,6,0.046352155506,1.68040389537,35.7463460734,1.57500903678,0.798990844646,3.57463460734,1.61293577232,0.401806934689,0.988514950159,3.14208254535,1.0,616.052031346,1.48497377878,0,0.0999121130601
7,7,0.0540762437498,1.68046312907,35.7452005063,1.57571056685,0.799019008819,3.57452005063,1.61995833049,0.40182103119,0.988522690655,3.14216392071,1.0,616.052094225,1.48135751453,0,0.0998803852511
8,8,0.0617997456549,1.68053146441,35.7438789704,1.57641182555,0.799051500594,3.57438789704,1.6269805737,0.401837293701,0.988531616883,3.1422451701,1.0,616.052166761,1.47735885245,0,0.0998437822547
9,9,0.0695225776583,1.68060889656,35.7423815821,1.57711277417,0.799088317681,3.57423815821,1.63400245707,0.401855721074,0.988541726656,3.14232627564,1.0,616.052248946,1.47302478086,0,0.0998023066648
10,10,0.0772446562773,1.68069542006,35.7407084736,1.57781337409,0.799129457486,3.57407084736,1.64102393578,0.401876312007,0.988553017494,3.14240721947,1.0,616.052340771,1.46839796841,0,0.0997559614081
11,11,0.0849658981184,1.68079102883,35.7388597922,1.57851358668,0.799174917112,3.57388597922,1.64804496503,0.401899065046,0.988565486634,3.14248798382,1.0,616.052442228,1.46351637891,0,0.0997047497349
12,12,0.0926862198881,1.68089571613,35.7368357008,1.57921337338,0.799224693355,3.57368357008,1.65506550009,0.401923978586,0.988579131021,3.14256855094,1.0,616.052553304,1.45841330704,0,0.0996486752563
13,13,0.100405538402,1.68100947459,35.7346363776,1.57991269567,0.799278782713,3.57346363776,1.66208549632,0.401951050869,0.988593947317,3.14264890315,1.0,616.05267399,1.45311766645,0,0.0995877419222
14,14,0.108123770596,1.68113229621,35.7322620162,1.58061151509,0.799337181379,3.57322620162,1.6691049091,0.401980279986,0.988609931897,3.14272902283,1.0,616.052804273,1.44765440628,0,0.0995219540143
15,15,0.115840833533,1.68126417234,35.7297128255,1.58130979321,0.799399885244,3.57297128255,1.67612369391,0.402011663875,0.988627080853,3.14280889245,1.0,616.052944139,1.44204497358,0,0.09945131617
16,16,0.123556644417,1.68140509371,35.7269890295,1.58200749169,0.7994668899,3.57269890295,1.68314180632,0.402045200326,0.988645389994,3.14288849453,1.0,616.053093573,1.43630777168,0,0.0993758333543
