,e,0.80,0.85,0.90,0.95
0,0.0,0.0,0.0,1.0,1.0
1,0.0047,0.0,0.0,0.500522908169,0.500522908169
2,0.0095,0.0,0.0,0.500547539637,0.500547539637
3,0.0142,0.0,0.0,0.500572837007,0.5005747442
4,0.019,0.0,0.0,0.500600632537,0.500604948351
5,0.0238,0.0,0.0,0.500632774755,0.500638678348
6,0.0285,0.0,0.0372753979807,0.500669245687,0.500676591202
7,0.0333,0.0,0.0845028373447,0.500710646359,0.500719517971
8,0.038,0.0,0.101233795616,0.500757964634,0.500768525484
9,0.0427,0.0,0.108714006021,0.500812518995,0.500825006331
10,0.0475,0.0,0.10747988631,0.50087605179,0.500890813486
11,0.0522,0.0,0.100719573918,0.500950914316,0.500968467689
12,0.057,0.0,0.0893226274606,0.501025532426,0.501039147533
13,0.0617,0.0,0.0833480576093,0.501086876852,0.501098424957
14,0.0665,0.0,0.0791187840075,0.501142902796,0.501153575035
15,0.0712,0.0,0.0752047540661,0.501195359195,0.501209343603
16,0.076,0.0,0.0734447688332,0.501245674768,0.501259920537
17,0.0808,0.0,0.0718456977993,0.501293965773,0.501307085227
18,0.0855,0.0,0.0700785585472,0.501336410344,0.501351656299
19,0.0902,0.0,0.069265720665,0.501377000651,0.501394146923
20,0.095,0.0,0.0678821075422,0.501415943932,0.501434665885
21,0.0997,0.0,0.0671846905697,0.50145341144,0.501473741531
22,0.1045,0.0,0.0658213857822,0.501489536315,0.501512028224
23,0.1092,0.0,0.0654461254678,0.501524439597,0.501550315621
24,0.114,0.0,0.0655978191466,0.501558218727,0.501587130796
25,0.1187,0.0,0.0659604039683,0.501596849942,0.501622830971
26,0.1235,0.0,0.0646476029762,0.50163491682,0.501657060972
27,0.1283,0.0,0.0635581818481,0.501670125555,0.501690403883
28,0.133,0.0,0.0626133452578,0.501703352163,0.501722888186
29,0.1377,0.0,0.0619096715972,0.501735368286,0.501754331232
30,0.1425,0.0,0.0608585240069,0.501766164731,0.501785415822
31,0.1472,0.0,0.0618253333275,0.50179594283,0.501816624301
32,0.152,0.0,0.0612532694948,0.501824693782,0.501846920548
33,0.1568,0.0,0.0608964912824,0.501854971689,0.501876566644
34,0.1615,0.0,0.0607399535967,0.501884622788,0.501905552028
35,0.1663,0.0,0.0607766808979,0.501913905953,0.501933623039
36,0.171,0.0,0.0609987053145,0.501941789641,0.501961049236
37,0.1757,0.0,0.0595207282811,0.501969024534,0.501988081224
38,0.1805,0.0,0.0584729411324,0.501995620023,0.502014620278
39,0.1852,0.0,0.0591421273469,0.502021587576,0.502041219366
40,0.19,0.0,0.058154869816,0.502046927912,0.502067587161
41,0.1948,0.0,0.0592753758257,0.502073093438,0.50209370466
42,0.1995,0.0,0.060533117632,0.502099135486,0.502118285748
43,0.2042,0.0,0.059848179158,0.502123981244,0.50214359259
44,0.209,0.0,0.0591402277224,0.502149232516,0.502167332092
45,0.2137,0.0,0.0601114870992,0.502173267537,0.502191847293
46,0.2185,0.0,0.0591806551863,0.502196738142,0.502215129128
47,0.2233,0.0,0.0583138630179,0.50222033268,0.502238148179
48,0.228,0.0,0.0599001054628,0.502242960878,0.502261898411
49,0.2327,0.0,0.0593503014954,0.502266011651,0.502284703075
50,0.2375,0.0,0.0589306033535,0.502288869075,0.50230739243
51,0.2422,0.0,0.0585986760593,0.502311924406,0.502329471832
52,0.247,0.0,0.0583273873347,0.502334121807,0.50235099431
53,0.2517,0.0,0.0604016024381,0.502356056343,0.502373194149
54,0.2565,0.0,0.0603322775905,0.502377500986,0.502393966566
55,0.2612,0.0,0.0604231808334,0.502398777417,0.502415429065
56,0.266,0.0,0.0631480341384,0.502419912099,0.502435921202
57,0.2707,0.0,0.0633112721429,0.502440025087,0.502457055971
58,0.2755,0.0,0.0636227350581,0.502461460628,0.502476801975
59,0.2802,0.0,0.0639857721303,0.502482165041,0.502498205488
60,0.285,0.0,0.0642381612579,0.502503228921,0.502518110165
61,0.2898,0.0,0.062000172276,0.502523254215,0.502537491341
62,0.2945,0.0,0.0622670075036,0.502543193901,0.502557179498
63,0.2993,0.0,0.0627597792956,0.50256305251,0.502576289205
64,0.304,0.0,0.063218062098,0.502582796946,0.502595301746
65,0.3087,0.0,0.0638255296869,0.502601939989,0.502613855846
66,0.3135,0.0,0.0644769486895,0.502620507017,0.502632728309
67,0.3182,0.0,0.0651899485812,0.502640395493,0.50265148439
68,0.323,0.0,0.0632705570072,0.502660404375,0.50267020448
69,0.3277,0.0,0.0640619906301,0.502679320785,0.502688839204
70,0.3325,0.0,0.0649009423246,0.502629688174,0.502706905441
71,0.3372,0.0,0.0658726606784,0.502646953539,0.50272488471
72,0.342,0.0,0.0669139825306,0.50266464349,0.50274274637
73,0.3468,0.0,0.0651667560676,0.50268169235,0.502761072986
74,0.3515,0.0,0.066347547461,0.502698156504,0.502777731438
75,0.3563,0.0,0.0675233116028,0.502714866853,0.502795912585
76,0.361,0.0,0.068829991965,0.502731904506,0.502812036977
77,0.3657,0.0,0.0670808965196,0.502748881497,0.502829750667
78,0.3705,0.0,0.0682530070274,0.502765753794,0.502845713471
79,0.3752,0.0,0.0695712493717,0.50278260317,0.502862864186
80,0.38,0.0,0.067806225985,0.502797725845,0.502879808723
81,0.3847,0.0,0.069193351475,0.502813853889,0.502895592018
82,0.3895,0.0,0.0708061085962,0.502829980095,0.502911907955
83,0.3942,0.0,0.0691522669217,0.502845407197,0.502928730129
84,0.399,0.0,0.0706663907095,0.50286169191,0.502943748486
85,0.4037,0.0,0.0724061094867,0.502876716488,0.502959427884
86,0.4085,0.0,0.0707464556195,0.502893503134,0.502976399216
87,0.4133,0.0,0.0723489584893,0.502908380988,0.502992874114
88,0.418,0.0,0.0741983826781,0.502923918665,0.503008490631
89,0.4228,0.0,0.0760197833613,0.502939306891,0.5030235352
90,0.4275,0.0,0.0745918596483,0.50295537046,0.50303979778
91,0.4322,0.0,0.0765654042918,0.502970074282,0.503054773813
92,0.437,0.0,0.0785189902536,0.502984154034,0.503070238562
93,0.4417,0.0,0.0772189068965,0.502999389357,0.503084454326
94,0.4465,0.0,0.0792207441056,0.503013431979,0.503097802874
95,0.4512,0.0,0.0813570198992,0.503028914983,0.503112633185
96,0.456,0.0,0.080021002871,0.50304321849,0.503128957264
97,0.4607,0.0,0.0822138368849,0.50305870426,0.503143393423
98,0.4655,0.0,0.0843035540809,0.50307291576,0.503157001925
99,0.4703,0.0,0.0830865972453,0.50308703447,0.503172102381
100,0.475,0.0,0.0855375090976,0.503101155515,0.50318702902
101,0.4798,0.0,0.0840491770218,0.503114512606,0.503201328372
102,0.4845,0.0,0.0865836808291,0.503128536752,0.503215574393
103,0.4892,0.0,0.0891746672657,0.503142593257,0.503229015709
104,0.494,0.0,0.0878104387324,0.503156828656,0.503243989513
105,0.4987,0.0,0.090327757224,0.503169869134,0.503256584224
106,0.5035,0.0,0.093016727428,0.503184920413,0.503271652774
107,0.5082,0.0,0.0917177319964,0.503197177787,0.503285447447
108,0.513,0.0,0.0944361971087,0.503210790812,0.503298536248
109,0.5177,8.09251526423e-06,0.0971689954866,0.503224379448,0.503313111209
110,0.5225,7.13215451012e-05,0.0959870648853,0.503238048977,0.503326057275
111,0.5272,0.0,0.0989983023193,0.503252323996,0.50333908368
112,0.532,0.0,0.101982029684,0.503265891939,0.503353644794
113,0.5367,4.82240325877e-05,0.105010309127,0.503277192959,0.503366560204
114,0.5415,1.31094160635e-05,0.10371141341,0.503291419394,0.503378672016
115,0.5463,8.14136068451e-05,0.106761038152,0.503303644783,0.503394056188
116,0.551,0.000197992559225,0.110018554234,0.503317638227,0.503405232585
117,0.5557,0.00013044950636,0.113339568766,0.50332927489,0.503418273468
118,0.5605,0.00027330176703,0.112235426729,0.50334254113,0.503430976419
119,0.5653,0.000468918688298,0.115567010403,0.503355796539,0.503443371153
120,0.57,0.000232112221418,0.119119829621,0.503369790625,0.50345852516
121,0.5747,0.000380547222812,0.12279937845,0.503381344648,0.503469370441
122,0.5795,0.000574999816682,0.121662519149,0.503393790324,0.503483543049
123,0.5842,0.00035887088349,0.125188745756,0.503406099491,0.503495260933
124,0.589,0.000589766594999,0.129024223614,0.503419268987,0.503507836276
125,0.5938,0.000881073075892,0.132760219164,0.5034309047,0.503521160086
126,0.5985,0.00122245443069,0.13667963529,0.503443750229,0.503533572203
127,0.6032,0.00108120741541,0.143288694043,0.503455791633,0.503544331549
128,0.608,0.00147942304015,0.14741908994,0.503468796392,0.503557762747
129,0.6128,0.00188748050923,0.151534877915,0.503480070403,0.503569194271
130,0.6175,0.00162287597944,0.150380401549,0.503494634247,0.503581067135
131,0.6222,0.00203967038286,0.154716841836,0.503503209842,0.503592434756
132,0.627,0.00251467146892,0.159019559662,0.503517993053,0.503604549772
133,0.6318,0.0030484646576,0.168552943543,0.503527341167,0.503618570142
134,0.6365,0.00274358475033,0.173204162972,0.503540244432,0.503629935256
135,0.6412,0.00334725206849,0.177690733019,0.503553157914,0.503641167474
136,0.646,0.00401704275074,0.182322240331,0.503562603001,0.503653345163
137,0.6507,0.00578029021576,0.187072457661,0.503576372999,0.503663540615
138,0.6555,0.00531869261819,0.191675431108,0.503588842966,0.503676723471
139,0.6603,0.00610844341398,0.202535089947,0.503599779787,0.503689032171
140,0.665,0.00696351366571,0.201731975472,0.503611680485,0.503699140786
141,0.6697,0.00788655706219,0.21274783078,0.50362339093,0.503712298286
142,0.6745,0.00900423245322,0.218074118573,0.50363520469,0.503722779556
143,0.6793,0.00851110076724,0.229648570011,0.503645093813,0.50373384607
144,0.684,0.00971084518428,0.235060851185,0.503656956399,0.503746747245
145,0.6887,0.010853263773,0.246908788941,0.503669778255,0.503757729547
146,0.6935,0.0120528129629,0.259115977644,0.503678585058,0.503767645909
147,0.6983,0.0133891847978,0.271473664222,0.503691390519,0.503780711218
148,0.703,0.0146738092618,0.28393055356,0.503702176585,0.503791632637
149,0.7077,0.0161699684362,0.296776665236,0.50371511057,0.503803608575
150,0.7125,0.0177469326991,0.316468633348,0.503724680336,0.503813426436
151,0.7172,0.0193877283445,0.329966512282,0.503734320537,0.503825466427
152,0.722,0.0210129211874,0.350718120765,0.503750931018,0.503834337285
153,0.7268,0.0227334657522,0.378990259445,0.5037575574,0.503846400949
154,0.7315,0.0247535035517,0.422473128929,0.503769344179,0.503858296
155,0.7362,0.0267576501601,0.503715415122,0.503781866151,0.503868733129
156,0.741,0.0287094181695,0.503723751324,0.50379350343,0.503878422754
157,0.7458,0.0307814725076,0.503737153527,0.503803102618,0.503891372407
158,0.7505,0.0330918360246,0.503748575902,0.503815845465,0.503902142863
159,0.7552,0.0384777781088,0.503759038731,0.503823387758,0.503911702876
160,0.76,0.0410420496845,0.503770523406,0.503835072325,0.503922397886
161,0.7647,0.0436740025825,0.503782969384,0.503845603012,0.503933165321
162,0.7695,0.0499419266911,0.503791386521,0.503856771242,0.503942828208
163,0.7742,0.0528703087782,0.503805847339,0.503867199621,0.503954754189
164,0.779,0.0595451988694,0.503814270747,0.50387668098,0.503965513126
165,0.7837,0.0627241748961,0.503827029624,0.503887113836,0.503973957681
166,0.7885,0.0701776772902,0.503838346818,0.503899667358,0.503984693093
167,0.7933,0.0780216221122,0.503848654291,0.503910121779,0.503995345054
168,0.798,0.0863430425382,0.503861992875,0.503919512194,0.50400761725
169,0.8027,0.0948828154362,0.503872374603,0.503932233537,0.50401708798
170,0.8075,0.0985746402797,0.50387948456,0.503941629197,0.504026443484
171,0.8123,0.113135782834,0.503895202986,0.503951031655,0.504035846482
172,0.817,0.122840765962,0.503902348409,0.50396255863,0.504047526115
173,0.8217,0.138607897596,0.503914797745,0.503969623078,0.504058229062
174,0.8265,0.149160147546,0.503926139035,0.503982945952,0.504065286388
175,0.8312,0.174900870879,0.503936508444,0.503993220198,0.504079574943
176,0.836,0.192793367864,0.503946881588,0.504003652609,0.504086595584
177,0.8407,0.217593739902,0.503959646043,0.504012876986,0.504095945819
178,0.8455,0.250646663923,0.503968845913,0.50402314459,0.504110173046
179,0.8502,0.284938324979,0.503979029206,0.5040346271,0.504115927204
180,0.855,0.335467168276,0.503990306826,0.504043812588,0.504124119971
181,0.8598,0.434080178934,0.504002792585,0.504055446231,0.504139669972
182,0.8645,0.503899506901,0.504013078237,0.504064601378,0.50414798843
183,0.8692,0.503907294255,0.504022255055,0.504076258802,0.504156158262
184,0.874,0.503919490299,0.504038272755,0.504085497042,0.504166530984
185,0.8788,0.50393078783,0.504045213519,0.504093451865,0.504173273402
186,0.8835,0.503942933157,0.504056577752,0.504103905101,0.504184992264
187,0.8882,0.503951647093,0.504069154206,0.504114182845,0.504196806373
188,0.893,0.503964817394,0.504075896285,0.504125161073,0.504204826521
189,0.8977,0.503974638318,0.504090387022,0.504135472859,0.50421415394
190,0.9025,0.503987914241,0.504099350607,0.504142185137,0.504226021045
191,0.9073,0.503994488,0.504111974296,0.50415506382,0.504235222163
192,0.912,0.504010077396,0.504122282343,0.504166420822,0.504243201667
193,0.9167,0.504017798005,0.504131265401,0.504173024765,0.504255083892
194,0.9215,0.504028907187,0.504145069476,0.504184638485,0.504263049454
195,0.9263,0.504041098788,0.504154080259,0.504189941855,0.504271108874
196,0.931,0.504051060512,0.50416925758,0.504204076978,0.50428173233
197,0.9357,0.504064058081,0.504070869513,0.5042132372,0.504291200483
198,0.9405,0.504073959356,0.504081219803,0.504221115318,0.504301747866
199,0.9452,0.504086169384,0.504091124272,0.5042328105,0.504309454865
