,e,1.30,1.80,2.20
134,0.6365,3.27050625765e-06,6.26978521456e-06,9.36557097446e-06
135,0.6412,3.2534656101e-06,6.23711711409e-06,9.31677257562e-06
136,0.646,3.23743485991e-06,6.20638505883e-06,9.27086617182e-06
137,0.6507,3.22121544153e-06,6.17529131096e-06,9.22441948137e-06
138,0.6555,3.20399266093e-06,6.14227404986e-06,9.17509952002e-06
139,0.6603,3.18761541591e-06,6.11087773902e-06,9.12820087488e-06
140,0.665,3.17110043684e-06,6.07921738227e-06,9.08090780725e-06
141,0.6697,3.15213426515e-06,6.04285792147e-06,9.02659539377e-06
142,0.6745,3.13543576995e-06,6.01084575187e-06,8.9787768013e-06
143,0.6793,3.1168202284e-06,5.97515847373e-06,8.9254684707e-06
144,0.684,3.0985232049e-06,5.94008181565e-06,8.87307226012e-06
145,0.6887,3.08092968193e-06,5.90635381625e-06,8.82269062487e-06
146,0.6935,3.06102119945e-06,5.86818788242e-06,8.76567977203e-06
147,0.6983,3.04335638476e-06,5.83432321163e-06,8.71509398233e-06
148,0.703,3.02196727138e-06,5.79331880573e-06,8.65384312482e-06
149,0.7077,3.00246822612e-06,5.75593778947e-06,8.59800474988e-06
150,0.7125,2.98340703945e-06,5.71939618033e-06,8.54342025253e-06
151,0.7172,2.96447133859e-06,5.68309513541e-06,8.48919510103e-06
152,0.722,2.94246355687e-06,5.64090469703e-06,8.42617258864e-06
153,0.7268,2.92144879697e-06,5.60061795503e-06,8.36599375398e-06
154,0.7315,2.90283997337e-06,5.56494355585e-06,8.31270466113e-06
155,0.7362,2.87928358609e-06,5.51978433648e-06,8.24524749818e-06
156,0.741,2.85782451093e-06,5.47864580919e-06,8.18379629537e-06
157,0.7458,2.83592357027e-06,5.43666019653e-06,8.12107974942e-06
158,0.7505,2.81381344265e-06,5.39427355678e-06,8.05776416219e-06
159,0.7552,2.79030349032e-06,5.34920335952e-06,7.99043998065e-06
160,0.76,2.76834287403e-06,5.30710334389e-06,7.92755254347e-06
161,0.7647,2.74353943981e-06,5.25955345158e-06,7.85652428447e-06
162,0.7695,2.72085233652e-06,5.21606071111e-06,7.79155644708e-06
163,0.7742,2.69550983892e-06,5.16747739761e-06,7.71898450258e-06
164,0.779,2.67212765639e-06,5.12265214288e-06,7.65202620658e-06
165,0.7837,2.64645942718e-06,5.07344437999e-06,7.5785214832e-06
166,0.7885,2.62078242624e-06,5.02421980001e-06,7.50499163754e-06
167,0.7933,2.59533568423e-06,4.97543664307e-06,7.43212117482e-06
168,0.798,2.56949366934e-06,4.92589572116e-06,7.35811879209e-06
169,0.8027,2.54361871659e-06,4.87629165389e-06,7.28402208281e-06
170,0.8075,2.51531492825e-06,4.82203134378e-06,7.20297005426e-06
171,0.8123,2.48791760222e-06,4.76950878455e-06,7.12451381379e-06
172,0.817,2.45944224442e-06,4.7149195629e-06,7.04297046879e-06
173,0.8217,2.43052705925e-06,4.65948716429e-06,6.96016762017e-06
174,0.8265,2.40292001268e-06,4.60656255484e-06,6.88111080971e-06
175,0.8312,2.37128379362e-06,4.54591374656e-06,6.79051588208e-06
176,0.836,2.34191479043e-06,4.48961134613e-06,6.70641345599e-06
177,0.8407,2.31084918912e-06,4.43005645199e-06,6.61745257713e-06
178,0.8455,2.27893338121e-06,4.36887165263e-06,6.52605700611e-06
179,0.8502,2.24641427057e-06,4.30653028019e-06,6.43293378921e-06
180,0.855,2.21376207797e-06,4.2439337812e-06,6.33942947532e-06
181,0.8598,2.18169547116e-06,4.1824598897e-06,6.24760206884e-06
182,0.8645,2.14579520142e-06,4.11363660439e-06,6.14479641444e-06
183,0.8692,2.11126984542e-06,4.04744912205e-06,6.04592802303e-06
184,0.874,2.07486892088e-06,3.97766604756e-06,5.94168867237e-06
185,0.8788,2.03826554755e-06,3.90749486508e-06,5.8368695806e-06
186,0.8835,2.00209744454e-06,3.83815812465e-06,5.73329694589e-06
187,0.8882,1.9612031465e-06,3.75976094435e-06,5.61619016586e-06
188,0.893,1.92247651896e-06,3.68551933738e-06,5.50529082566e-06
189,0.8977,1.88163553957e-06,3.60722437256e-06,5.38833673119e-06
190,0.9025,1.84042948564e-06,3.5282295361e-06,5.27033719651e-06
191,0.9073,1.79864850361e-06,3.44813252149e-06,5.15069126727e-06
192,0.912,1.75208012035e-06,3.35885773037e-06,5.01733591942e-06
193,0.9167,1.70688977634e-06,3.27222473656e-06,4.88792679149e-06
194,0.9215,1.66028184227e-06,3.18287412375e-06,4.75445818393e-06
195,0.9263,1.6110471019e-06,3.08848774484e-06,4.61346734025e-06
196,0.931,1.56038487971e-06,2.99136478273e-06,4.46838868736e-06
197,0.9357,1.50794235699e-06,2.89082886367e-06,4.31821188939e-06
198,0.9405,1.45277525083e-06,2.78506973156e-06,4.16023285165e-06
199,0.9452,1.39500373589e-06,2.67431776794e-06,3.99479570768e-06
