,e,0.80,0.85,0.90,0.95
91,0.4322,0.0,6.90908040373e-07,7.74355139076e-06,8.65953741303e-06
92,0.437,0.0,7.4167010885e-07,7.73651978264e-06,8.66365585357e-06
93,0.4417,0.0,6.70264301705e-07,7.72027216546e-06,8.67235133352e-06
94,0.4465,0.0,7.24826620782e-07,7.71563554685e-06,8.67899393547e-06
95,0.4512,0.0,6.53150586766e-07,7.69921398533e-06,8.68479027486e-06
96,0.456,0.0,7.09198468952e-07,7.69148474403e-06,8.69362155232e-06
97,0.4607,0.0,7.72804643418e-07,7.68660976717e-06,8.69596373492e-06
98,0.4655,0.0,6.96326028257e-07,7.67049805201e-06,8.71062618452e-06
99,0.4703,0.0,7.7068826579e-07,7.66171127182e-06,8.70678335738e-06
100,0.475,0.0,8.460314527e-07,7.64890053582e-06,8.72628610112e-06
101,0.4798,0.0,7.64316685105e-07,7.64152868312e-06,8.7326956294e-06
102,0.4845,0.0,8.43963371639e-07,7.63229325584e-06,8.73030615035e-06
103,0.4892,0.0,7.72055828046e-07,7.61854663307e-06,8.73147753565e-06
104,0.494,0.0,8.57127880271e-07,7.61182568047e-06,8.74141257982e-06
105,0.4987,0.0,7.77401360743e-07,7.59980374352e-06,8.75984254956e-06
106,0.5035,0.0,8.78161916193e-07,7.60023508222e-06,8.7574720943e-06
107,0.5082,0.0,9.82804359926e-07,7.57960703356e-06,8.7776711319e-06
108,0.513,0.0,8.87896617731e-07,7.57769356225e-06,8.79399407459e-06
109,0.5177,0.0,1.0227660536e-06,7.5621267768e-06,8.78128028523e-06
110,0.5225,0.0,9.25418309073e-07,7.54679157923e-06,8.79148732538e-06
111,0.5272,0.0,1.04935232836e-06,7.53942048157e-06,8.80086769787e-06
112,0.532,0.0,9.66954981644e-07,7.53341248861e-06,8.81177769944e-06
113,0.5367,0.0,1.1063726087e-06,7.52161903253e-06,8.82223120083e-06
114,0.5415,0.0,1.01963655128e-06,7.50602425939e-06,8.8228327387e-06
115,0.5463,6.30448057426e-13,1.1726185441e-06,7.49591251414e-06,8.84845624596e-06
116,0.551,3.14888087474e-10,1.07954636476e-06,7.48837830954e-06,8.85711271077e-06
117,0.5557,0.0,1.25257738521e-06,7.47914533557e-06,8.84246972161e-06
118,0.5605,1.16002908497e-10,1.15908068409e-06,7.47501904621e-06,8.86192198058e-06
119,0.5653,9.50321329034e-10,1.05698569612e-06,7.45155678468e-06,8.88257496166e-06
120,0.57,0.0,1.24473470376e-06,7.45243299887e-06,8.89346792385e-06
121,0.5747,1.28595338986e-10,1.14580736531e-06,7.44753108642e-06,8.90690180843e-06
122,0.5795,2.50214703773e-09,1.35923054743e-06,7.43603287383e-06,8.90476633369e-06
123,0.5842,5.61746620095e-11,1.27154903085e-06,7.43246932614e-06,8.92629416534e-06
124,0.589,1.09631066909e-09,1.49635017238e-06,7.41722657413e-06,8.93741998191e-06
125,0.5938,2.28022242553e-11,1.39988798342e-06,7.41140291058e-06,8.94163386273e-06
126,0.5985,1.07344697774e-09,1.27064595106e-06,7.40507734099e-06,8.97002910672e-06
127,0.6032,4.00117299882e-09,1.62211433385e-06,7.3899450098e-06,8.95569914267e-06
128,0.608,1.15684930905e-09,1.51688274375e-06,7.39747955961e-06,8.96212305695e-06
129,0.6128,4.52181452894e-09,1.81755287357e-06,7.39313653254e-06,8.98706821124e-06
130,0.6175,1.38087739818e-09,1.70253950141e-06,7.36624782323e-06,9.00364656642e-06
131,0.6222,5.41764017423e-09,2.06679594092e-06,7.37561256187e-06,9.01732208053e-06
132,0.627,6.60403694737e-10,1.93634730244e-06,7.36959882585e-06,9.02591168332e-06
133,0.6318,6.81674855462e-09,1.8264477155e-06,7.37844695949e-06,9.04285265283e-06
134,0.6365,1.10045215845e-09,2.22781108172e-06,7.36134643589e-06,9.05304836017e-06
135,0.6412,8.9326429265e-09,2.09416845217e-06,7.36700097475e-06,9.08392218904e-06
136,0.646,1.90618886898e-09,1.96990706959e-06,7.35542420902e-06,9.09412251089e-06
137,0.6507,1.66303229728e-08,2.44829708941e-06,7.36498696687e-06,9.11363161967e-06
138,0.6555,5.59471916409e-09,2.29097253574e-06,7.3576447442e-06,9.13319752489e-06
139,0.6603,1.7876526208e-08,2.8630858891e-06,7.37037866185e-06,9.13617681726e-06
140,0.665,8.64893934855e-09,2.7305947972e-06,7.36229865987e-06,9.12982253335e-06
141,0.6697,2.45614236404e-08,2.58353684729e-06,7.38497290392e-06,9.16332466977e-06
142,0.6745,1.34985387188e-08,3.2525262144e-06,7.38596534667e-06,9.19657577695e-06
143,0.6793,4.3626744013e-08,3.11111223094e-06,7.42605117541e-06,9.20055965793e-06
144,0.684,2.13608818564e-08,2.94335265996e-06,7.41372634581e-06,9.20054946613e-06
145,0.6887,6.3349018235e-08,3.74213572612e-06,7.42276218274e-06,9.24961260883e-06
146,0.6935,3.4709261086e-08,3.59702453213e-06,7.4546910769e-06,9.25692316238e-06
147,0.6983,9.83872520064e-08,3.43178383008e-06,7.47728793699e-06,9.3066409299e-06
148,0.703,5.59696355389e-08,4.36607009989e-06,7.51988805289e-06,9.31495974152e-06
149,0.7077,3.40062697305e-08,4.2172413944e-06,7.56626282592e-06,9.29920893026e-06
150,0.7125,1.02005658218e-07,4.04960613259e-06,7.6253442653e-06,9.36358694937e-06
151,0.7172,6.11002650108e-08,5.12926296332e-06,7.69957318744e-06,9.38868463858e-06
152,0.722,1.59334170854e-07,5.01779684934e-06,7.69730080144e-06,9.40218548534e-06
153,0.7268,1.05067653365e-07,6.31513062768e-06,7.73963838767e-06,9.45546591475e-06
154,0.7315,6.87057395245e-08,6.20927883438e-06,7.82829763495e-06,9.49191808406e-06
155,0.7362,1.92670903305e-07,9.19563438405e-06,7.84763548528e-06,9.46522048241e-06
156,0.741,1.29847750794e-07,9.17259772014e-06,7.89364407373e-06,9.51481496171e-06
157,0.7458,3.24983079289e-07,9.15373589445e-06,7.98729576056e-06,9.54918582053e-06
158,0.7505,2.48509594162e-07,9.10723978532e-06,8.02312105397e-06,9.57402946637e-06
159,0.7552,1.65763864835e-07,9.0453940216e-06,8.04838112533e-06,9.58934612848e-06
160,0.76,4.57920742931e-07,9.0149349388e-06,8.13417918322e-06,9.6444734024e-06
161,0.7647,3.37857975156e-07,8.96767613973e-06,8.15883700926e-06,9.64602258481e-06
162,0.7695,2.5922264467e-07,8.88469634272e-06,8.23140555309e-06,9.70001998933e-06
163,0.7742,6.36883481811e-07,8.87421180744e-06,8.32501622572e-06,9.80388000888e-06
164,0.779,5.17708202597e-07,8.87541711448e-06,8.38221757884e-06,9.78967975327e-06
165,0.7837,3.95264997837e-07,8.77691917982e-06,8.44475362627e-06,9.82067877222e-06
166,0.7885,9.69787862494e-07,8.74166406042e-06,8.50758022984e-06,9.87784597845e-06
167,0.7933,7.95914654935e-07,8.75565636214e-06,8.62346852683e-06,9.93054182094e-06
168,0.798,6.61642093898e-07,8.70932569956e-06,8.66523020839e-06,9.93133780852e-06
169,0.8027,4.99298662058e-07,8.65032036613e-06,8.72324966099e-06,1.00028842011e-05
170,0.8075,1.30487558753e-06,8.63975054548e-06,8.76705635791e-06,1.0117410591e-05
171,0.8123,1.14637577912e-06,8.59816543048e-06,8.89492886741e-06,1.01973511564e-05
172,0.817,9.33468273126e-07,8.53125658051e-06,8.94302242881e-06,1.02070401036e-05
173,0.8217,2.26273101579e-06,8.4662178469e-06,8.99291877311e-06,1.02422202279e-05
174,0.8265,2.01622669876e-06,8.46192421882e-06,9.121986274e-06,1.0362971909e-05
175,0.8312,1.80023588419e-06,8.51775717947e-06,9.31546374005e-06,1.05124515978e-05
176,0.836,1.60258278252e-06,8.47707652693e-06,9.33287894185e-06,1.05200472279e-05
177,0.8407,3.71045533069e-06,8.39725704173e-06,9.38893299565e-06,1.05362203848e-05
178,0.8455,3.45673506554e-06,8.3461384205e-06,9.55080886414e-06,1.06696702218e-05
179,0.8502,3.18161796286e-06,8.47436425186e-06,9.72500700601e-06,1.09702858676e-05
180,0.855,6.67612704551e-06,8.5921387647e-06,9.93504471755e-06,1.09976457046e-05
181,0.8598,6.36648659062e-06,8.52098326378e-06,9.94939694294e-06,1.09593376961e-05
182,0.8645,1.06288605636e-05,8.4449316622e-06,1.00435178874e-05,1.10568739256e-05
183,0.8692,1.05534634599e-05,8.4216288229e-06,1.01788673929e-05,1.12271008222e-05
184,0.874,1.06335264618e-05,8.64342284801e-06,1.04774173515e-05,1.16660257927e-05
185,0.8788,1.08116252045e-05,8.96479621081e-06,1.08530666709e-05,1.18389263036e-05
186,0.8835,1.07348802097e-05,9.00987588085e-06,1.08713788295e-05,1.17625172207e-05
187,0.8882,1.04629468251e-05,9.15225053192e-06,1.08988683552e-05,1.18487395601e-05
188,0.893,1.03817825697e-05,9.30733897175e-06,1.10667410032e-05,1.20200055105e-05
189,0.8977,1.04585783354e-05,9.63301374108e-06,1.14735661447e-05,1.24102045512e-05
190,0.9025,1.05955967655e-05,1.02458644571e-05,1.2215657585e-05,1.3301383148e-05
191,0.9073,1.12516280332e-05,1.10912541587e-05,1.27516261154e-05,1.3645738878e-05
192,0.912,1.08697769991e-05,1.11665724396e-05,1.27511936255e-05,1.35710233171e-05
193,0.9167,1.06718283051e-05,1.12645913304e-05,1.27513335845e-05,1.35425932927e-05
194,0.9215,1.06156564205e-05,1.14193136739e-05,1.28480329384e-05,1.36064519023e-05
195,0.9263,1.06014706001e-05,1.17049397451e-05,1.31198240069e-05,1.39435007752e-05
196,0.931,1.0826824615e-05,1.24097469174e-05,1.39211096756e-05,1.50667268499e-05
197,0.9357,1.17075647185e-05,1.41648782644e-05,1.63418380136e-05,1.81166785317e-05
198,0.9405,1.59915942565e-05,1.87696315078e-05,2.05717233024e-05,2.16077933644e-05
199,0.9452,1.64079483832e-05,1.8926767791e-05,2.05811674152e-05,2.15375734743e-05
