,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad]
0,0.0,5.45019378351,29.9242679796,1.57079632679,1.80036431734,2.99242679796,1.57079632679,0.908434453654,0.981831831787,3.14159265359,0.0,0.0,0.0
1,0.00773358953589,5.45020860017,29.9241940244,1.57149937518,1.80036921174,2.99241940244,1.57782686795,0.908436904762,0.981832778514,3.14172274454,0.0,0.0,0.0
2,0.0154670949907,5.45025304913,29.9239721653,1.57220238464,1.80038389458,2.99239721653,1.58485736394,0.908444257912,0.981835618463,3.14185280645,0.0,0.0,0.0
3,0.0232004322587,5.45032712722,29.923602422,1.57290531627,1.80040836482,2.9923602422,1.59188776958,0.908456512582,0.981840350928,3.14198281029,0.0,0.0,0.0
4,0.030933517282,5.45043082923,29.9230848271,1.57360813115,1.80044262074,2.99230848271,1.59891803972,0.908473667904,0.981846974736,3.14211272703,0.0,0.0,0.0
5,0.038666266026,5.45056414782,29.9224194265,1.5743107904,1.80048665991,2.99224194265,1.60594812922,0.90849572266,0.981855488245,3.1422425277,0.0,0.0,0.0
6,0.0463985944962,5.45072707357,29.9216062789,1.57501325513,1.80054047923,2.99216062789,1.61297799296,0.908522675287,0.981865889345,3.14237218334,0.0,0.0,0.0
7,0.0541304187485,5.45091959497,29.9206454563,1.57571548649,1.80060407488,2.99206454563,1.62000758585,0.908554523874,0.981878175458,3.14250166504,0.0,0.0,0.0
8,0.0618616548989,5.45114169842,29.9195370437,1.57641744566,1.80067744239,2.99195370437,1.62703686283,0.908591266165,0.98189234354,3.14263094396,0.0,0.0,0.0
9,0.0695922191337,5.45139336823,29.9182811389,1.57711909383,1.80076057656,2.99182811389,1.6340657789,0.908632899554,0.981908390082,3.1427599913,0.0,0.0,0.0
10,0.0773220277194,5.45167458664,29.916877853,1.57782039223,1.80085347153,2.9916877853,1.64109428908,0.908679421092,0.981926311111,3.14288877835,0.0,0.0,0.0
11,0.0850509970128,5.4519853338,29.9153273097,1.57852130215,1.80095612074,2.99153273097,1.64812234845,0.908730827485,0.98194610219,3.14301727647,0.0,0.0,0.0
12,0.0927790434708,5.45232558778,29.9136296461,1.5792217849,1.80106851695,2.99136296461,1.65514991216,0.908787115091,0.981967758424,3.14314545713,0.0,0.0,0.0
13,0.10050608366,5.45269532457,29.9117850119,1.57992180185,1.80119065223,2.99117850119,1.6621769354,0.908848279928,0.981991274458,3.14327329187,0.0,0.0,0.0
14,0.108232034267,5.45309451811,29.9097935697,1.58062131441,1.80132251796,2.99097935697,1.66920337345,0.908914317666,0.982016644479,3.14340075236,0.0,0.0,0.0
15,0.115956812109,5.45352314025,29.9076554951,1.58132028405,1.80146410486,2.99076554951,1.67622918165,0.908985223636,0.98204386222,3.14352781038,0.0,0.0,0.0
16,0.123680334142,5.4539811608,29.9053709764,1.58201867231,1.80161540294,2.99053709764,1.68325431543,0.909060992823,0.982072920961,3.14365443783,0.0,0.0,0.0
17,0.131402517481,5.4544685475,29.9029402147,1.58271644078,1.80177640155,2.99029402147,1.69027873029,0.909141619873,0.982103813534,3.14378060674,0.0,0.0,0.0
18,0.13912327937,5.45498526604,29.9003634239,1.58341355113,1.80194708935,2.99003634239,1.69730238183,0.909227099092,0.982136532321,3.14390628931,0.0,0.0,0.0
