,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad]
0,0.0,1.95146318162,33.1723061337,1.57079632679,0.927872887655,3.31723061337,1.57079632679,0.466621032813,0.98849349345,3.14159265359,0.0,0.0,0.0
1,0.00773358953589,1.95146848678,33.1722241513,1.57149937518,0.927875410131,3.31722241513,1.57782686795,0.466622295343,0.988494091093,3.14167448931,0.0,0.0,0.0
2,0.0154670949907,1.9514844019,33.1719782112,1.57220238464,0.927882977381,3.31719782112,1.58485736394,0.466626082845,0.988495883873,3.14175630693,0.0,0.0,0.0
3,0.0232004322587,1.95151092586,33.1715683352,1.57290531627,0.92789558887,3.31715683352,1.59188776958,0.46663239505,0.988498871351,3.14183808837,0.0,0.0,0.0
4,0.030933517282,1.95154805677,33.1709945595,1.57360813115,0.927913243707,3.31709945595,1.59891803972,0.466641231511,0.988503052791,3.14191981555,0.0,0.0,0.0
5,0.038666266026,1.95159579201,33.170256935,1.5743107904,0.927935940643,3.3170256935,1.60594812922,0.466652591602,0.988508427166,3.14200147041,0.0,0.0,0.0
6,0.0463985944962,1.95165412821,33.1693555268,1.57501325513,0.927963678076,3.31693555268,1.61297799296,0.466666474519,0.988514993155,3.14208303492,0.0,0.0,0.0
7,0.0541304187485,1.95172306125,33.1682904147,1.57571548649,0.927996454046,3.31682904147,1.62000758585,0.466682879279,0.988522749144,3.14216449105,0.0,0.0,0.0
8,0.0618616548989,1.95180258626,33.1670616928,1.57641744566,0.928034266237,3.31670616928,1.62703686283,0.46670180472,0.988531693228,3.14224582084,0.0,0.0,0.0
9,0.0695922191337,1.95189269762,33.1656694697,1.57711909383,0.928077111979,3.31656694697,1.6340657789,0.466723249503,0.98854182321,3.14232700634,0.0,0.0,0.0
10,0.0773220277194,1.95199338897,33.1641138684,1.57782039223,0.928124988247,3.31641138684,1.64109428908,0.466747212111,0.988553136603,3.14240802966,0.0,0.0,0.0
11,0.0850509970128,1.9521046532,33.1623950262,1.57852130215,0.928177891662,3.31623950262,1.64812234845,0.466773690848,0.98856563063,3.14248887294,0.0,0.0,0.0
12,0.0927790434708,1.95222648247,33.1605130948,1.5792217849,0.92823581849,3.31605130948,1.65514991216,0.466802683842,0.988579302226,3.14256951841,0.0,0.0,0.0
