,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad]
0,0.0,1.7145,34.5356611134,1.57079632679,0.815202706206,3.45356611134,1.57079632679,0.409846766727,0.989042667621,3.14159265359,1.0,616.087190998,1.38572415137
1,0.00628947478196,1.71450153771,34.5356315435,1.57108152808,0.81520343735,3.4535491825,1.57364835498,0.409847114203,0.989042854836,3.14162424997,1.0,616.087192488,1.38568102725
2,0.0125789495639,1.7145061508,34.5355428346,1.57136671956,0.815205630761,3.45349839615,1.57650037742,0.409848156622,0.989043416464,3.14165584353,1.0,616.087196957,1.38555171567
3,0.0188684243459,1.71451383914,34.5353949898,1.57165189147,0.815209286375,3.45341375281,1.57935238838,0.409849893952,0.989044352458,3.14168743146,1.0,616.087204406,1.38533639856
4,0.0251578991278,1.71452460249,34.5351880143,1.57193703399,0.815214404088,3.45329525333,1.58220438212,0.409852326143,0.989045662737,3.14171901095,1.0,616.087214833,1.38503537776
5,0.0314473739098,1.71453844057,34.5349219151,1.57222213734,0.815220983753,3.45314289892,1.5850563529,0.409855453123,0.989047347187,3.14175057917,1.0,616.087228239,1.38464907288
6,0.0377368486918,1.71455535296,34.5345967015,1.57250719172,0.815229025179,3.45295669113,1.58790829498,0.4098592748,0.989049405664,3.14178213332,1.0,616.087244622,1.3841780185
7,0.0440263234737,1.71457533917,34.5342123845,1.57279218735,0.815238528135,3.45273663183,1.5907602026,0.409863791062,0.989051837991,3.14181367059,1.0,616.087263983,1.38362286049
8,0.0503157982557,1.71459839864,34.5337689775,1.57307711444,0.815249492347,3.45248272327,1.59361207002,0.409869001777,0.989054643958,3.14184518817,1.0,616.087286321,1.38298435175
9,0.0566052730377,1.7146245307,34.5332664957,1.5733619632,0.815261917499,3.45219496803,1.59646389149,0.409874906791,0.989057823322,3.14187668324,1.0,616.087311634,1.3822633473
10,0.0628947478196,1.71465373459,34.5327049564,1.57364672383,0.815275803235,3.45187336901,1.59931566125,0.40988150593,0.989061375812,3.14190815302,1.0,616.087339922,1.38146079878
11,0.0691842226016,1.71468600948,34.5320843789,1.57393138656,0.815291149153,3.45151792949,1.60216737355,0.409888799,0.989065301119,3.14193959469,1.0,616.087371184,1.38057774857
12,0.0754736973835,1.71472135443,34.5314047846,1.57421594161,0.815307954811,3.45112865308,1.60501902261,0.409896785788,0.989069598908,3.14197100546,1.0,616.087405418,1.37961532342
13,0.0817631721655,1.71475976843,34.5306661969,1.57450037918,0.815326219725,3.45070554371,1.60787060267,0.409905466057,0.989074268807,3.14200238253,1.0,616.087442622,1.37857472788
14,0.0880526469475,1.71480125037,34.5298686412,1.57478468951,0.815345943368,3.45024860569,1.61072210796,0.409914839554,0.989079310414,3.14203372312,1.0,616.087482797,1.3774572374
15,0.0943421217294,1.71484579905,34.529012145,1.57506886281,0.815367125172,3.44975784365,1.61357353269,0.409924906002,0.989084723296,3.14206502444,1.0,616.087525939,1.37626419142
16,0.100631596511,1.71489341319,34.5280967378,1.57535288932,0.815389764527,3.44923326257,1.61642487108,0.409935665104,0.989090506986,3.14209628372,1.0,616.087572047,1.37499698629
17,0.106921071293,1.71494409141,34.5271224511,1.57563675926,0.815413860779,3.44867486778,1.61927611734,0.409947116545,0.989096660988,3.14212749817,1.0,616.08762112,1.37365706825
18,0.113210546075,1.71499783225,34.5260893185,1.57592046286,0.815439413233,3.44808266494,1.62212726566,0.409959259988,0.98910318477,3.14215866502,1.0,616.087673155,1.37224592653
19,0.119500020857,1.71505463417,34.5249973756,1.57620399035,0.815466421152,3.44745666006,1.62497831023,0.409972095074,0.989110077773,3.14218978152,1.0,616.087728151,1.37076508649
20,0.125789495639,1.71511449552,34.5238466599,1.57648733199,0.815494883756,3.44679685949,1.62782924525,0.409985621426,0.989117339404,3.1422208449,1.0,616.087786104,1.36921610312
21,0.132078970421,1.71517741458,34.5226372111,1.576770478,0.815524800225,3.44610326994,1.63068006488,0.409999838646,0.989124969037,3.14225185241,1.0,616.087847014,1.36760055459
22,0.138368445203,1.71524338953,34.521369071,1.57705341863,0.815556169694,3.44537589843,1.63353076329,0.410014746314,0.989132966017,3.14228280131,1.0,616.087910877,1.36592003625
23,0.144657919985,1.71531241845,34.5200422831,1.57733614414,0.815588991257,3.44461475235,1.63638133464,0.410030343993,0.989141329656,3.14231368887,1.0,616.087977691,1.36417615487
24,0.150947394767,1.71538449937,34.5186568932,1.57761864478,0.815623263966,3.44381983943,1.63923177307,0.410046631221,0.989150059236,3.14234451234,1.0,616.088047454,1.36237052325
25,0.157236869549,1.7154596302,34.5172129491,1.5779009108,0.815658986831,3.44299116773,1.64208207272,0.410063607518,0.989159154005,3.142375269,1.0,616.088120162,1.36050475512
26,0.163526344331,1.71553780876,34.5157105006,1.57818293247,0.81569615882,3.44212874567,1.64493222771,0.410081272385,0.989168613184,3.14240595615,1.0,616.088195812,1.35858046055
27,0.169815819113,1.7156190328,34.5141495993,1.57846470005,0.815734778857,3.44123258199,1.64778223217,0.4100996253,0.989178435959,3.14243657108,1.0,616.088274403,1.35659924158
28,0.176105293895,1.71570329996,34.5125302993,1.57874620382,0.815774845825,3.44030268579,1.65063208018,0.410118665721,0.989188621488,3.14246711109,1.0,616.08835593,1.35456268836
29,0.182394768677,1.7157906078,34.5108526562,1.57902743406,0.815816358565,3.43933906652,1.65348176585,0.410138393087,0.989199168894,3.14249757348,1.0,616.08844039,1.35247237555
30,0.188684243459,1.71588095381,34.509116728,1.57930838104,0.815859315876,3.43834173395,1.65633128324,0.410158806815,0.989210077274,3.14252795559,1.0,616.08852778,1.35032985918
31,0.194973718241,1.71597433536,34.5073225745,1.57958903506,0.815903716514,3.43731069821,1.65918062642,0.410179906302,0.989221345691,3.14255825474,1.0,616.088618097,1.34813667384
32,0.201263193023,1.71607074975,34.5054702576,1.57986938641,0.815949559192,3.43624596976,1.66202978944,0.410201690924,0.989232973178,3.14258846828,1.0,616.088711337,1.34589433013
33,0.207552667805,1.71617019419,34.5035598413,1.58014942538,0.815996842582,3.43514755941,1.66487876634,0.410224160039,0.989244958739,3.14261859354,1.0,616.088807496,1.34360431256
34,0.213842142587,1.71627266579,34.5015913914,1.58042914229,0.816045565314,3.43401547831,1.66772755113,0.41024731298,0.989257301345,3.14264862791,1.0,616.08890657,1.34126807766
35,0.220131617369,1.71637816158,34.4995649759,1.58070852744,0.816095725975,3.43284973796,1.67057613782,0.410271149064,0.989269999939,3.14267856874,1.0,616.089008557,1.33888705246
