,e,0.80,0.85,0.90,0.95
119,0.5653,6.57674037582e-12,2.2362233673e-08,1.3281752797e-07,5.79467053335e-08
120,0.57,3.61755241427e-12,2.33305726751e-08,1.32333459499e-07,5.77379813123e-08
121,0.5747,6.72111860901e-12,2.44248177889e-08,1.31774915352e-07,5.75422886417e-08
122,0.5795,1.15148896688e-11,2.39529363136e-08,1.31260959224e-07,5.73023871509e-08
123,0.5842,4.43899288245e-12,2.49421439402e-08,1.30769234287e-07,5.71157202128e-08
124,0.589,9.31566799877e-12,2.60842870212e-08,1.3021816269e-07,5.69073153646e-08
125,0.5938,1.68662304863e-11,2.71941729102e-08,1.2968236007e-07,5.66771280258e-08
126,0.5985,2.7769004259e-11,2.83258568075e-08,1.29152535438e-07,5.64161558054e-08
127,0.6032,2.31803113626e-11,3.07458776125e-08,1.28547338569e-07,5.62026795873e-08
128,0.608,3.66574544295e-11,3.20150135988e-08,1.28007381929e-07,5.59953876457e-08
129,0.6128,5.45430209532e-11,3.32738992442e-08,1.27524186732e-07,5.57238548916e-08
130,0.6175,4.65988876933e-11,3.27162704923e-08,1.26854018029e-07,5.55141561738e-08
131,0.6222,6.62372804629e-11,3.40560580918e-08,1.26290451052e-07,5.52859192869e-08
132,0.627,9.06821752496e-11,3.53839203893e-08,1.25733801315e-07,5.50354985094e-08
133,0.6318,1.20700057998e-10,3.85605267267e-08,1.25125903441e-07,5.47546934986e-08
134,0.6365,1.03721183867e-10,4.0074403899e-08,1.24529090925e-07,5.45322275951e-08
135,0.6412,1.3689485682e-10,4.14503155719e-08,1.23877067836e-07,5.42497731873e-08
136,0.646,1.77143711277e-10,4.29757985763e-08,1.23264378413e-07,5.40178899721e-08
137,0.6507,3.04669905527e-10,4.44747602496e-08,1.22643475377e-07,5.37392663116e-08
138,0.6555,2.70622321102e-10,4.59190383424e-08,1.21984720549e-07,5.34678593616e-08
139,0.6603,3.33381910193e-10,4.96775523115e-08,1.21358558808e-07,5.32222185786e-08
140,0.665,4.0515625249e-10,4.90958706344e-08,1.20726949538e-07,5.29135778921e-08
141,0.6697,4.86843315779e-10,5.30603030494e-08,1.20002098316e-07,5.26505151085e-08
142,0.6745,5.98996497279e-10,5.47904996559e-08,1.19363584993e-07,5.2354660453e-08
143,0.6793,5.43919507832e-10,5.89782012164e-08,1.18652576262e-07,5.20615618818e-08
144,0.684,6.52682546948e-10,6.07622132613e-08,1.17953258569e-07,5.17849678772e-08
145,0.6887,7.65653128562e-10,6.51455769012e-08,1.17280530396e-07,5.15084993111e-08
146,0.6935,8.91785781692e-10,6.96123433489e-08,1.16520644822e-07,5.11932496085e-08
147,0.6983,1.056538388e-09,7.42942836865e-08,1.15845272045e-07,5.09065481884e-08
148,0.703,1.21028305309e-09,7.8881834741e-08,1.15028633014e-07,5.05418259225e-08
149,0.7077,1.3819644855e-09,8.36981520499e-08,1.1428348398e-07,5.02614309026e-08
150,0.7125,1.58303544709e-09,9.14002800954e-08,1.13555797416e-07,4.99082622641e-08
151,0.7172,1.81317221246e-09,9.6515040533e-08,1.12832898916e-07,4.96076218443e-08
152,0.722,2.03296376324e-09,1.04835801247e-07,1.11991552115e-07,4.92759635918e-08
153,0.7268,2.27090030074e-09,1.16484951848e-07,1.11190257923e-07,4.89410214529e-08
154,0.7315,2.5506585949e-09,1.3497514923e-07,1.1047942185e-07,4.85988563975e-08
155,0.7362,2.8594251556e-09,1.7049935782e-07,1.09580163799e-07,4.82522519866e-08
156,0.741,3.15516550367e-09,1.6911053405e-07,1.08760959231e-07,4.79094901376e-08
157,0.7458,3.49020464452e-09,1.67823425505e-07,1.07925413274e-07,4.75426481189e-08
158,0.7505,3.87383714347e-09,1.66439733899e-07,1.0708127027e-07,4.71897539393e-08
159,0.7552,4.83559072556e-09,1.65084183056e-07,1.06184996149e-07,4.67807764243e-08
160,0.76,5.31966366609e-09,1.6363482069e-07,1.05346841911e-07,4.64144652932e-08
161,0.7647,5.80158498544e-09,1.62231465699e-07,1.04400787199e-07,4.60476668097e-08
162,0.7695,7.0564322034e-09,1.60890505972e-07,1.03535172779e-07,4.56554347209e-08
163,0.7742,7.63158210093e-09,1.59301159104e-07,1.02568705223e-07,4.52856430871e-08
164,0.779,9.03845596637e-09,1.57868905102e-07,1.01677060504e-07,4.48752467859e-08
165,0.7837,9.68448221171e-09,1.56363339497e-07,1.00698274549e-07,4.44713184739e-08
166,0.7885,1.14049529931e-08,1.54794384189e-07,9.97187757198e-08,4.40544677033e-08
167,0.7933,1.33351369373e-08,1.53340485015e-07,9.87484979607e-08,4.35864419715e-08
168,0.798,1.53465662634e-08,1.51594902964e-07,9.77634276507e-08,4.31833403885e-08
169,0.8027,1.75601158683e-08,1.50088048527e-07,9.67765012304e-08,4.27371489096e-08
170,0.8075,1.84059294579e-08,1.48433498761e-07,9.56978490854e-08,4.22911610187e-08
171,0.8123,2.24383616548e-08,1.4672796387e-07,9.46537225737e-08,4.18371993344e-08
172,0.817,2.5162534612e-08,1.45082993098e-07,9.35682272434e-08,4.13619503402e-08
173,0.8217,2.976618225e-08,1.43364469287e-07,9.24668676455e-08,4.09137035541e-08
174,0.8265,3.28291255685e-08,1.41534868158e-07,9.1414169897e-08,4.04207684589e-08
175,0.8312,4.18420520732e-08,1.39785583689e-07,9.02087958574e-08,3.99611607581e-08
176,0.836,4.7674845228e-08,1.37983590664e-07,8.90896910579e-08,3.94396098392e-08
177,0.8407,5.63620299965e-08,1.36030234457e-07,8.79063036636e-08,3.89261660358e-08
178,0.8455,6.84469409825e-08,1.34196018675e-07,8.66904382968e-08,3.84136014433e-08
179,0.8502,8.13218756716e-08,1.32327644501e-07,8.54514673906e-08,3.78678309358e-08
180,0.855,1.01236115391e-07,1.30309867823e-07,8.42078744464e-08,3.73068339212e-08
181,0.8598,1.4278207847e-07,1.28290065138e-07,8.29861981152e-08,3.6755213439e-08
182,0.8645,1.71241599917e-07,1.2627006054e-07,8.16191599481e-08,3.61783527591e-08
183,0.8692,1.68393550991e-07,1.24222052426e-07,8.03040691781e-08,3.56068050178e-08
184,0.874,1.65546192838e-07,1.21978481687e-07,7.89180806388e-08,3.50375605727e-08
185,0.8788,1.62520238688e-07,1.1986388943e-07,7.75246402086e-08,3.4418170019e-08
186,0.8835,1.59530410192e-07,1.17580780708e-07,7.61474214541e-08,3.37942731888e-08
187,0.8882,1.56383316503e-07,1.15236036633e-07,7.45905342327e-08,3.31511762284e-08
188,0.893,1.53207810358e-07,1.12865209447e-07,7.31160503447e-08,3.24742366294e-08
189,0.8977,1.49876448565e-07,1.10525738805e-07,7.15613135044e-08,3.18029672617e-08
190,0.9025,1.46523372827e-07,1.07980646641e-07,6.99932559328e-08,3.11081159501e-08
191,0.9073,1.43096775792e-07,1.05391809152e-07,6.84025387667e-08,3.03814150444e-08
192,0.912,1.3948433118e-07,1.02783887965e-07,6.6630043887e-08,2.9633698211e-08
193,0.9167,1.35814873645e-07,1.00072336356e-07,6.49106451654e-08,2.88910368089e-08
194,0.9215,1.31962065821e-07,9.72100672076e-08,6.31367558942e-08,2.80843250966e-08
195,0.9263,1.28011007727e-07,9.43145497055e-08,6.1263825839e-08,2.72718700237e-08
196,0.931,1.23957663245e-07,9.1275657292e-08,5.93356131437e-08,2.64229779364e-08
197,0.9357,1.19719826076e-07,8.94769060671e-08,5.73403779648e-08,2.55308377164e-08
198,0.9405,1.1534675723e-07,8.61828921433e-08,5.52417537481e-08,2.46043723587e-08
199,0.9452,1.10696288654e-07,8.27981548087e-08,5.30437625257e-08,2.36444453666e-08
