,e,1.30,1.80,2.20
87,0.4133,7.58152589458e-08,1.45349826377e-07,2.17127331885e-07
88,0.418,7.56875334395e-08,1.451049564e-07,2.16761538775e-07
89,0.4228,7.55142604107e-08,1.44772764634e-07,2.16265302115e-07
90,0.4275,7.53488531131e-08,1.44455652711e-07,2.15791592117e-07
91,0.4322,7.51920205031e-08,1.44154979826e-07,2.15342439177e-07
92,0.437,7.50115645939e-08,1.43809017341e-07,2.14825631461e-07
93,0.4417,7.48285877287e-08,1.43458221788e-07,2.14301603978e-07
94,0.4465,7.46517408209e-08,1.43119178328e-07,2.1379513209e-07
95,0.4512,7.44819684297e-08,1.42793697837e-07,2.13308920909e-07
96,0.456,7.43300992371e-08,1.42502540605e-07,2.12873982696e-07
97,0.4607,7.4139805315e-08,1.42137717093e-07,2.12328999892e-07
98,0.4655,7.39322589427e-08,1.41739817908e-07,2.1173460779e-07
99,0.4703,7.37720642584e-08,1.41432699393e-07,2.11275826202e-07
100,0.475,7.35633745254e-08,1.41032608209e-07,2.10678159633e-07
101,0.4798,7.33608565325e-08,1.40644349228e-07,2.10098168319e-07
102,0.4845,7.31516027808e-08,1.40243176726e-07,2.09498886451e-07
103,0.4892,7.29483456965e-08,1.39853500789e-07,2.08916778453e-07
104,0.494,7.27294171977e-08,1.39433780276e-07,2.08289789084e-07
105,0.4987,7.25445208302e-08,1.39079304733e-07,2.07760264346e-07
106,0.5035,7.23132106244e-08,1.38635846525e-07,2.07097814997e-07
107,0.5082,7.2118879182e-08,1.38263282449e-07,2.06541269133e-07
108,0.513,7.19006089138e-08,1.3784482387e-07,2.05916164876e-07
109,0.5177,7.16755869319e-08,1.37413421182e-07,2.05271724371e-07
110,0.5225,7.14632694947e-08,1.37006375111e-07,2.04663668419e-07
111,0.5272,7.12266662975e-08,1.36552769409e-07,2.03986060477e-07
112,0.532,7.09976339193e-08,1.36113678158e-07,2.03330134598e-07
113,0.5367,7.0744263656e-08,1.35627927337e-07,2.0260450745e-07
114,0.5415,7.05026579299e-08,1.35164730994e-07,2.01912572765e-07
115,0.5463,7.02934258028e-08,1.34763599956e-07,2.01313352839e-07
116,0.551,7.00152976243e-08,1.34230384309e-07,2.00516821504e-07
117,0.5557,6.97785340523e-08,1.33776471138e-07,1.9983875426e-07
118,0.5605,6.9527259079e-08,1.33294737317e-07,1.99119127808e-07
119,0.5653,6.92783440925e-08,1.3281752797e-07,1.98406260132e-07
120,0.57,6.90258513525e-08,1.32333459499e-07,1.97683146118e-07
121,0.5747,6.87345116953e-08,1.31774915352e-07,1.96848778414e-07
122,0.5795,6.84664293878e-08,1.31260959224e-07,1.96081017446e-07
123,0.5842,6.82099429951e-08,1.30769234287e-07,1.95346466008e-07
124,0.589,6.79225010608e-08,1.3021816269e-07,1.94523260989e-07
125,0.5938,6.76430235028e-08,1.2968236007e-07,1.93722865172e-07
126,0.5985,6.73666640985e-08,1.29152535438e-07,1.92931399422e-07
127,0.6032,6.70509901291e-08,1.28547338569e-07,1.92027340674e-07
128,0.608,6.67693458173e-08,1.28007381929e-07,1.91220739468e-07
129,0.6128,6.65173085785e-08,1.27524186732e-07,1.90498929977e-07
130,0.6175,6.61677449472e-08,1.26854018029e-07,1.8949781462e-07
131,0.6222,6.58737853559e-08,1.26290451052e-07,1.88655943681e-07
132,0.627,6.55834338339e-08,1.25733801315e-07,1.87824405892e-07
133,0.6318,6.52663510001e-08,1.25125903441e-07,1.86916312317e-07
134,0.6365,6.49550503544e-08,1.24529090925e-07,1.86024778329e-07
135,0.6412,6.46149515752e-08,1.23877067836e-07,1.85050769362e-07
136,0.646,6.42953694458e-08,1.23264378413e-07,1.84135518048e-07
137,0.6507,6.39715030534e-08,1.22643475377e-07,1.83207997017e-07
138,0.6555,6.36278929584e-08,1.21984720549e-07,1.82223932004e-07
139,0.6603,6.33012835997e-08,1.21358558808e-07,1.81288555387e-07
140,0.665,6.29718327779e-08,1.20726949538e-07,1.80345041112e-07
141,0.6697,6.25937464431e-08,1.20002098316e-07,1.79262239595e-07
142,0.6745,6.226069443e-08,1.19363584993e-07,1.78308411862e-07
143,0.6793,6.18898284199e-08,1.18652576262e-07,1.77246288615e-07
144,0.684,6.15250605177e-08,1.17953258569e-07,1.76201629744e-07
145,0.6887,6.11741618506e-08,1.17280530396e-07,1.75196690986e-07
146,0.6935,6.0777801413e-08,1.16520644822e-07,1.74061554245e-07
147,0.6983,6.04255233104e-08,1.15845272045e-07,1.73052664908e-07
148,0.703,5.99995599612e-08,1.15028633014e-07,1.71832748386e-07
149,0.7077,5.96108861794e-08,1.1428348398e-07,1.70719625472e-07
150,0.7125,5.92313209147e-08,1.13555797416e-07,1.69632588448e-07
151,0.7172,5.88542531376e-08,1.12832898916e-07,1.68552703957e-07
152,0.722,5.84154020816e-08,1.11991552115e-07,1.67295878327e-07
153,0.7268,5.79974426843e-08,1.11190257923e-07,1.66098884318e-07
154,0.7315,5.76266667294e-08,1.1047942185e-07,1.6503701899e-07
155,0.7362,5.7157608853e-08,1.09580163799e-07,1.63693684039e-07
156,0.741,5.67303073069e-08,1.08760959231e-07,1.62469935051e-07
157,0.7458,5.62944820032e-08,1.07925413274e-07,1.61221774867e-07
158,0.7505,5.58541724316e-08,1.0708127027e-07,1.59960772195e-07
159,0.7552,5.53866709873e-08,1.06184996149e-07,1.58621894707e-07
160,0.76,5.49494851888e-08,1.05346841911e-07,1.57369838221e-07
161,0.7647,5.44560179191e-08,1.04400787199e-07,1.559565972e-07
162,0.7695,5.40045087388e-08,1.03535172779e-07,1.54663519973e-07
163,0.7742,5.35003940183e-08,1.02568705223e-07,1.53219785721e-07
164,0.779,5.30353072995e-08,1.01677060504e-07,1.51887823761e-07
165,0.7837,5.25247672314e-08,1.00698274549e-07,1.50425687964e-07
166,0.7885,5.20138553266e-08,9.97187757198e-08,1.48962487253e-07
167,0.7933,5.15077531844e-08,9.87484979607e-08,1.47513061219e-07
168,0.798,5.09939351707e-08,9.77634276507e-08,1.46041537693e-07
169,0.8027,5.04791489975e-08,9.67765012304e-08,1.44567241453e-07
170,0.8075,4.9916518187e-08,9.56978490854e-08,1.4295592295e-07
171,0.8123,4.93718961314e-08,9.46537225737e-08,1.41396179746e-07
172,0.817,4.88056958821e-08,9.35682272434e-08,1.39774638723e-07
173,0.8217,4.82312207423e-08,9.24668676455e-08,1.38129399241e-07
174,0.8265,4.76821278842e-08,9.1414169897e-08,1.36556852092e-07
175,0.8312,4.70533982442e-08,9.02087958574e-08,1.34756233151e-07
176,0.836,4.6469667115e-08,8.90896910579e-08,1.33084485433e-07
177,0.8407,4.58524058278e-08,8.79063036636e-08,1.31316710708e-07
178,0.8455,4.52182038587e-08,8.66904382968e-08,1.29500419543e-07
179,0.8502,4.45719499144e-08,8.54514673906e-08,1.27649612729e-07
180,0.855,4.39232850938e-08,8.42078744464e-08,1.25791901396e-07
181,0.8598,4.32860520955e-08,8.29861981152e-08,1.23966929658e-07
182,0.8645,4.2572997574e-08,8.16191599481e-08,1.21924812648e-07
183,0.8692,4.18870390988e-08,8.03040691781e-08,1.19960296011e-07
184,0.874,4.11640999583e-08,7.89180806388e-08,1.17889870457e-07
185,0.8788,4.04372738747e-08,7.75246402086e-08,1.15808313062e-07
186,0.8835,3.97189091075e-08,7.61474214541e-08,1.13750988022e-07
187,0.8882,3.89068282913e-08,7.45905342327e-08,1.11425269586e-07
188,0.893,3.81377294977e-08,7.31160503447e-08,1.09222647382e-07
189,0.8977,3.73267703352e-08,7.15613135044e-08,1.0690014123e-07
190,0.9025,3.65088630076e-08,6.99932559328e-08,1.04557736226e-07
191,0.9073,3.56791363086e-08,6.84025387667e-08,1.02181481743e-07
192,0.912,3.47545933732e-08,6.6630043887e-08,9.95336829978e-08
193,0.9167,3.38577456833e-08,6.49106451654e-08,9.69652006618e-08
194,0.9215,3.29324754291e-08,6.31367558942e-08,9.43153189292e-08
195,0.9263,3.19555449669e-08,6.1263825839e-08,9.15174875112e-08
196,0.931,3.09497787815e-08,5.93356131437e-08,8.86370734463e-08
197,0.9357,2.99090533082e-08,5.73403779648e-08,8.56565394622e-08
198,0.9405,2.88143995535e-08,5.52417537481e-08,8.25215602511e-08
199,0.9452,2.76679154334e-08,5.30437625257e-08,7.92381440288e-08
