,theta i [rad],r orb [AU],v orb [km s-1],ang orb [rad],r L1 [AU],v i [km s-1],ang i [rad],a p [AU],e p,theta p i [rad],flag impact,v imp [km s-1],ang imp [rad]
0,0.0,1.62,36.4081270737,1.57079632679,0.771891895388,0.146364329944,1.57079632679,0.385949543789,0.999981364946,3.14159265359,1.0,615.978383734,1.53133540256
1,0.00773358953589,1.62000440406,36.4080370942,1.57149937518,0.771893993821,0.148488180644,1.74404313914,0.385950698148,0.999981390096,3.14159591041,1.0,615.978389316,1.53136199454
2,0.0154670949907,1.62001761594,36.4077671637,1.57220238464,0.771900288971,0.154684657407,1.90809633256,0.385954161146,0.999981465441,3.14159915382,1.0,615.978406061,1.53144176842
3,0.0232004322587,1.62003963471,36.407317306,1.57290531627,0.771910780393,0.164493566323,2.05644455516,0.385959932549,0.999981590669,3.14160237044,1.0,615.978433967,1.53157471805
4,0.030933517282,1.62007045879,36.4066875609,1.57360813115,0.771925467346,0.177315500711,2.18624285142,0.385968011969,0.999981765259,3.14160554688,1.0,615.978473032,1.53176083319
5,0.038666266026,1.62011008603,36.4058779842,1.5743107904,0.771944348791,0.192548308022,2.29761056678,0.385978398861,0.999981988484,3.14160866977,1.0,615.978523252,1.53200009952
6,0.0463985944962,1.62015851361,36.4048886474,1.57501325513,0.771967423395,0.209665791244,2.39233622292,0.385991092526,0.999982259408,3.14161172575,1.0,615.97858462,1.53229249863
7,0.0541304187485,1.62021573812,36.403719638,1.57571548649,0.771994689528,0.228242755342,2.47281680387,0.386006092107,0.999982576887,3.1416147015,1.0,615.978657132,1.53263800805
8,0.0618616548989,1.62028175552,36.4023710594,1.57641744566,0.772026145263,0.2479496833,2.54144462054,0.386023396594,0.999982939573,3.14161758371,1.0,615.978740779,1.53303660128
9,0.0695922191337,1.62035656113,36.4008430307,1.57711909383,0.772061788379,0.268536117027,2.60033916898,0.386043004822,0.99998334591,3.14162035911,1.0,615.978835553,1.53348824778
10,0.0773220277194,1.62044014969,36.3991356869,1.57782039223,0.77210161636,0.289812803357,2.65127344747,0.386064915471,0.999983794137,3.14162301447,1.0,615.978941445,1.533992913
11,0.0850509970128,1.62053251528,36.3972491787,1.57852130215,0.772145626393,0.311636431458,2.69568919692,0.386089127063,0.999984282289,3.14162553661,1.0,615.979058442,1.53455055843
12,0.0927790434708,1.6206336514,36.3951836728,1.5792217849,0.772193815375,0.333897749417,2.7347438655,0.386115637972,0.999984808197,3.14162791238,1.0,615.979186533,1.53516114159
13,0.10050608366,1.62074355091,36.3929393513,1.57992180185,0.772246179904,0.356512701246,2.76936288067,0.386144446411,0.99998536949,3.14163012869,1.0,615.979325706,1.53582461609
14,0.108232034267,1.62086220605,36.3905164122,1.58062131441,0.772302716289,0.379415940327,2.80028686187,0.386175550445,0.999985963593,3.14163217251,1.0,615.979475945,1.53654093165
15,0.115956812109,1.62098960847,36.387915069,1.58132028405,0.772363420545,0.402556110816,2.82811081379,0.38620894798,0.999986587732,3.14163403085,1.0,615.979637234,1.53731003414
16,0.123680334142,1.62112574919,36.3851355508,1.58201867231,0.772428288394,0.425892411351,2.85331538579,0.386244636773,0.999987238935,3.14163569081,1.0,615.979809559,1.53813186562
17,0.131402517481,1.62127061861,36.3821781023,1.58271644078,0.772497315268,0.449392079608,2.87629132429,0.386282614426,0.99998791403,3.14163713955,1.0,615.9799929,1.53900636439
18,0.13912327937,1.62142420655,36.3790429837,1.58341355113,0.772570496308,0.473028537003,2.89735843812,0.386322878387,0.999988609648,3.14163836429,1.0,615.98018724,1.53993346502
